#COPIER ID MEAN MIN MAX
C0 0 527.45 516.60 547.21
C1 1 517.14 507.73 526.53
C2 2 526.73 517.20 535.57
C3 3 524.63 520.10 530.57
C4 4 527.49 506.88 540.40
C5 5 518.59 502.61 539.36
C6 6 529.85 528.29 531.36
C7 7 517.95 505.25 536.47
C8 8 530.63 510.01 571.82
C9 9 517.20 515.64 519.42
