#COPIER ID MEAN MIN MAX
C126 126 632.19 622.34 643.78
C127 127 632.48 621.75 643.65
C128 128 632.55 622.06 643.85
C129 129 630.81 618.13 643.73
C130 130 631.05 621.53 643.59
C131 131 630.14 622.02 639.51
C132 132 632.40 622.56 643.59
C133 133 631.25 620.71 642.30
C134 134 631.64 622.24 641.10
C135 135 630.96 621.55 641.22
C136 136 630.87 620.17 641.84
C137 137 631.84 621.78 641.80
C138 138 630.90 621.99 641.73
C139 139 631.04 621.36 642.70
C140 140 631.36 622.13 643.66
C141 141 632.19 621.54 643.26
C142 142 630.25 619.44 643.57
C143 143 631.01 622.01 639.07
C144 144 632.55 622.27 643.36
C145 145 632.63 622.51 643.84
C146 146 631.96 622.09 643.03
C147 147 630.75 622.25 641.43
C148 148 631.65 622.22 642.92
C149 149 632.43 622.08 643.28
C150 150 631.53 619.81 642.92
C151 151 632.54 621.99 643.59
C152 152 632.06 622.08 641.90
C153 153 632.42 622.09 643.47
C154 154 631.13 622.20 642.34
C155 155 630.62 622.08 639.59
C156 156 630.66 620.21 642.95
C157 157 631.78 622.09 641.77
C158 158 631.55 622.01 642.28
C159 159 632.29 622.57 643.79
C160 160 631.57 621.31 643.58
C161 161 632.51 622.03 643.85
C162 162 631.83 621.84 642.04
C163 163 631.94 622.01 642.30
C164 164 632.14 620.61 643.78
C165 165 630.83 620.77 641.93
C166 166 631.69 622.54 640.48
C167 167 631.00 619.42 642.15
C168 168 631.06 619.67 641.77
C169 169 632.14 621.05 643.66
C170 170 631.38 620.04 642.77
C171 171 630.16 620.49 641.87
C172 172 632.36 622.45 642.98
C173 173 632.61 622.40 643.69
C174 174 631.67 620.74 643.58
C175 175 631.74 621.48 642.84
C176 176 632.23 621.29 643.63
C177 177 631.67 622.09 641.71
C178 178 630.34 622.06 640.81
C179 179 630.04 620.31 639.82
C180 180 631.12 619.81 641.95
C181 181 632.11 620.85 643.82
C182 182 630.85 620.80 640.18
C183 183 631.91 622.09 643.59
C184 184 630.72 618.78 641.62
C185 185 631.82 622.11 641.82
C186 186 631.34 620.18 643.08
C187 187 631.90 622.01 643.65
C188 188 630.95 620.79 643.58
C189 189 631.78 621.18 642.44
C190 190 631.95 622.61 643.56
C191 191 631.99 622.03 643.00
C192 192 630.46 620.76 640.12
C193 193 630.48 622.42 638.93
C194 194 632.05 620.98 643.35
C195 195 630.90 620.27 640.37
C196 196 630.90 622.02 642.46
C197 197 631.47 620.86 642.02
C198 198 631.59 622.07 642.88
C199 199 631.84 622.55 641.74
C200 200 632.15 622.14 642.13
C201 201 631.80 620.07 643.57
C202 202 630.71 621.48 639.88
C203 203 631.65 621.83 643.82
C204 204 630.89 619.46 641.63
C205 205 631.77 622.05 641.25
C206 206 631.88 620.91 642.99
C207 207 631.88 620.42 643.71
C208 208 631.76 621.82 641.87
C209 209 630.16 618.99 643.80
C210 210 630.95 620.87 643.59
C211 211 631.54 620.50 643.32
C212 212 632.10 620.55 643.82
C213 213 631.86 621.99 641.83
C214 214 632.59 622.21 643.61
C215 215 632.58 622.21 643.81
C216 216 630.93 619.64 643.63
C217 217 630.21 616.75 643.35
C218 218 631.89 622.10 641.85
C219 219 631.58 619.49 643.60
C220 220 631.79 621.41 642.25
C221 221 631.70 621.62 642.21
C222 222 631.60 622.35 642.32
C223 223 631.55 620.33 643.67
C224 224 632.38 622.24 642.88
C225 225 630.51 619.04 641.53
C226 226 631.09 622.09 641.56
C227 227 630.75 622.24 638.30
C228 228 632.33 622.07 643.55
C229 229 632.65 622.21 643.66
C230 230 631.99 622.34 643.61
C231 231 631.35 622.17 640.82
C232 232 631.58 622.22 640.52
C233 233 629.63 619.62 640.44
C234 234 632.02 621.95 643.63
C235 235 632.60 622.54 643.68
C236 236 631.92 621.41 642.56
C237 237 631.93 622.23 643.01
C238 238 631.57 622.50 643.63
C239 239 632.10 620.81 643.77
C240 240 631.89 620.88 643.15
C241 241 631.59 620.43 643.18
C242 242 631.47 620.17 643.11
C243 243 630.05 620.81 640.55
C244 244 631.72 620.86 643.81
C245 245 632.38 622.38 643.02
C246 246 632.36 622.36 642.99
C247 247 631.59 621.55 643.11
C248 248 632.16 622.18 642.58
C249 249 630.58 620.89 643.75
C250 250 632.32 622.11 643.02
C251 251 631.64 622.40 641.73
C252 252 632.40 621.53 643.64
C253 253 631.98 620.47 643.78
C254 254 631.74 622.21 643.56
C255 255 632.57 622.53 643.60
C256 256 631.39 620.12 643.79
C257 257 631.72 622.26 643.71
C258 258 632.04 620.32 643.63
C259 259 632.21 622.46 643.61
C260 260 631.23 620.60 642.89
C261 261 632.05 621.98 643.63
C262 262 631.21 621.34 641.08
C263 263 632.04 620.78 643.62
C264 264 632.08 622.05 642.93
C265 265 631.90 620.44 643.68
C266 266 632.12 622.27 643.60
C267 267 631.37 621.45 641.08
C268 268 632.13 622.06 642.63
C269 269 631.20 620.46 641.99
C270 270 631.28 622.39 641.03
C271 271 631.42 618.83 643.51
C272 272 632.03 621.20 643.55
C273 273 630.76 619.26 642.45
C274 274 631.56 619.67 642.95
C275 275 630.92 619.91 641.28
C276 276 630.52 617.43 641.97
C277 277 630.95 621.33 640.99
C278 278 631.47 621.68 641.96
C279 279 632.00 622.04 641.95
C280 280 631.17 620.18 641.60
C281 281 631.49 620.78 643.62
C282 282 632.05 621.01 643.46
C283 283 631.95 621.23 643.06
C284 284 629.76 619.34 641.81
C285 285 632.48 622.20 643.62
C286 286 631.32 620.38 643.77
C287 287 631.79 621.65 643.59
C288 288 630.75 620.19 641.00
C289 289 630.56 619.60 642.21
C290 290 632.09 622.48 643.79
C291 291 632.31 621.41 643.79
C292 292 630.65 620.98 640.32
C293 293 631.41 622.45 642.30
C294 294 632.49 622.06 643.71
C295 295 631.63 619.80 643.54
C296 296 631.30 622.52 640.32
C297 297 631.48 619.23 643.54
C298 298 631.55 622.03 643.77
C299 299 631.59 622.28 643.52
C300 300 630.14 620.57 641.72
C301 301 631.53 621.94 643.03
C302 302 632.22 622.36 643.78
C303 303 631.41 622.44 641.78
C304 304 631.01 622.51 639.95
C305 305 632.27 622.50 643.64
C306 306 631.18 621.67 640.77
C307 307 632.05 622.21 643.29
C308 308 631.08 619.52 643.25
C309 309 631.65 620.36 642.93
C310 310 631.76 619.94 643.61
C311 311 632.40 622.03 643.65
C312 312 631.93 621.07 643.50
C313 313 632.54 622.40 643.65
C314 314 631.49 622.03 643.46
C315 315 632.37 621.65 643.60
C316 316 631.90 621.60 642.59
C317 317 631.30 621.01 643.62
C318 318 631.86 621.47 641.96
C319 319 632.45 622.10 643.57
C320 320 632.00 621.22 643.13
C321 321 631.54 622.07 643.80
C322 322 631.51 621.14 643.44
C323 323 630.89 620.49 643.57
C324 324 630.78 618.90 643.25
C325 325 632.11 622.20 642.32
C326 326 632.35 621.60 643.30
C327 327 632.31 621.72 643.54
C328 328 631.88 620.05 643.57
C329 329 630.50 620.31 641.06
C330 330 631.78 622.10 643.33
C331 331 632.05 621.39 643.02
C332 332 632.17 622.15 642.63
C333 333 631.91 622.24 643.72
C334 334 631.97 620.81 643.61
C335 335 631.77 621.10 643.61
C336 336 631.65 622.22 641.18
C337 337 632.00 622.17 642.02
C338 338 631.92 622.52 643.74
C339 339 631.71 621.27 643.59
C340 340 630.74 620.22 642.42
C341 341 632.04 621.93 643.77
C342 342 631.17 619.90 642.01
C343 343 632.44 622.15 643.49
C344 344 631.51 622.23 642.04
C345 345 631.88 621.46 642.80
C346 346 632.27 621.93 643.65
C347 347 629.67 615.87 643.50
C348 348 631.73 619.85 643.65
C349 349 630.99 620.72 641.98
C350 350 630.72 620.44 641.08
C351 351 631.94 622.17 643.59
C352 352 631.34 621.84 640.72
C353 353 631.14 619.15 642.59
C354 354 631.74 620.29 643.37
C355 355 631.35 620.34 642.48
C356 356 631.47 620.28 642.48
C357 357 631.73 622.03 643.64
C358 358 631.56 621.10 641.57
C359 359 631.07 620.50 643.25
C360 360 631.83 622.20 643.18
C361 361 630.91 622.18 641.82
C362 362 631.69 622.01 641.28
C363 363 631.32 620.18 643.06
C364 364 631.53 620.99 642.68
C365 365 630.81 620.81 642.14
C366 366 630.63 622.48 640.52
C367 367 632.41 622.46 643.25
C368 368 630.96 621.72 640.83
C369 369 631.81 620.12 643.31
C370 370 632.12 622.02 643.15
C371 371 631.02 619.16 643.71
C372 372 631.66 621.36 641.72
C373 373 631.98 622.04 641.94
C374 374 631.85 622.17 643.22
C375 375 632.05 622.33 643.13
C376 376 631.29 622.17 642.60
C377 377 631.43 621.49 643.27
C378 378 631.83 622.17 641.96
C379 379 630.81 622.22 642.04
C380 380 632.55 622.14 643.51
C381 381 630.31 620.90 641.35
C382 382 631.37 619.68 642.95
C383 383 631.35 622.49 642.07
C384 384 632.53 622.53 643.56
C385 385 630.61 620.20 642.27
C386 386 631.84 620.05 643.58
C387 387 631.14 620.63 642.91
C388 388 632.15 622.39 643.30
C389 389 630.60 618.41 642.99
C390 390 632.03 622.17 642.10
C391 391 632.18 622.12 642.42
C392 392 631.16 621.70 640.11
C393 393 632.09 622.31 641.87
C394 394 631.67 622.03 640.92
C395 395 631.72 622.54 641.74
C396 396 631.97 622.33 641.92
C397 397 631.54 619.52 643.41
C398 398 631.30 620.20 641.73
C399 399 632.20 622.05 643.61
C400 400 631.93 620.38 643.58
C401 401 630.70 618.48 643.51
C402 402 631.28 622.41 639.91
C403 403 630.59 620.64 642.52
C404 404 632.27 622.01 643.57
C405 405 632.34 622.19 643.17
C406 406 631.92 621.24 643.75
C407 407 630.93 622.01 643.74
C408 408 629.49 619.37 638.63
C409 409 631.89 620.67 643.11
C410 410 631.85 621.54 642.88
C411 411 631.54 622.35 641.60
C412 412 631.93 622.47 643.75
C413 413 632.08 620.99 643.60
C414 414 630.96 619.50 641.92
C415 415 631.28 620.34 641.80
C416 416 631.16 622.14 642.96
C417 417 630.27 622.15 640.99
C418 418 630.81 620.82 641.04
C419 419 630.60 621.47 641.15
C420 420 631.96 622.34 641.98
C421 421 632.16 621.50 643.16
C422 422 631.73 621.37 643.55
C423 423 631.99 622.37 641.92
C424 424 632.42 622.08 643.56
C425 425 631.34 620.63 641.77
C426 426 631.70 620.70 643.59
C427 427 631.85 622.31 642.60
C428 428 632.32 622.11 643.21
C429 429 632.55 622.42 643.60
C430 430 631.27 620.59 641.63
C431 431 632.20 622.53 642.90
C432 432 631.67 621.87 642.61
C433 433 631.14 622.01 640.56
C434 434 631.97 622.22 642.16
C435 435 631.25 620.89 642.46
C436 436 631.52 622.16 641.84
C437 437 631.65 622.31 641.75
C438 438 632.43 621.91 643.73
C439 439 631.59 621.19 641.97
C440 440 630.68 622.28 641.41
C441 441 632.55 622.04 643.49
C442 442 631.82 621.70 641.80
C443 443 631.36 621.17 643.53
C444 444 632.45 622.18 643.53
C445 445 629.47 620.27 641.21
C446 446 630.93 620.29 643.53
C447 447 631.49 622.31 643.32
C448 448 631.19 620.80 642.08
C449 449 631.77 620.17 643.59
C450 450 630.43 621.56 637.74
C451 451 629.84 620.50 639.73
C452 452 631.27 620.32 643.59
C453 453 631.69 622.30 642.05
C454 454 630.51 619.79 640.28
C455 455 631.18 618.23 643.25
C456 456 630.20 619.40 640.65
C457 457 629.70 622.45 639.01
C458 458 631.06 621.00 643.16
C459 459 631.74 620.47 643.27
C460 460 632.33 621.97 643.07
C461 461 630.95 620.99 642.43
C462 462 631.90 622.11 642.01
C463 463 632.29 621.93 643.24
C464 464 631.54 622.15 643.27
C465 465 631.62 620.96 642.28
C466 466 631.69 621.50 641.98
C467 467 631.53 622.47 643.22
C468 468 631.92 621.90 641.87
C469 469 632.58 622.51 643.56
C470 470 631.25 621.71 642.64
C471 471 632.58 622.00 643.73
C472 472 631.53 622.44 642.51
C473 473 632.15 621.47 643.45
C474 474 630.40 619.36 641.77
C475 475 631.74 622.21 643.19
C476 476 631.72 621.38 642.54
C477 477 629.91 620.84 637.37
C478 478 631.47 622.22 643.58
C479 479 631.49 621.06 643.24
C480 480 630.89 621.03 640.34
C481 481 630.61 622.32 641.82
C482 482 630.28 620.89 640.60
C483 483 632.30 622.09 643.14
C484 484 631.48 620.99 643.50
C485 485 630.91 620.30 643.60
C486 486 631.34 618.84 643.43
C487 487 632.58 622.49 643.37
C488 488 630.73 618.53 643.44
C489 489 632.02 621.34 643.45
C490 490 631.84 620.60 643.44
C491 491 631.29 620.25 643.64
C492 492 632.50 622.37 643.47
C493 493 630.83 621.26 643.15
C494 494 631.03 620.31 641.15
C495 495 632.00 620.52 643.39
C496 496 632.05 622.11 642.43
C497 497 631.56 619.85 642.87
C498 498 630.77 621.18 642.14
C499 499 631.79 622.29 642.92
C500 500 631.73 620.58 642.57
C501 501 630.81 620.29 641.84
C502 502 631.06 620.12 641.59
C503 503 632.29 622.11 643.40
C504 504 632.12 621.41 643.26
C505 505 632.52 622.44 643.46
C506 506 631.75 622.40 641.54
C507 507 630.66 620.21 643.08
C508 508 632.33 622.00 642.92
C509 509 631.46 619.92 642.84
C510 510 632.20 622.30 643.25
C511 511 631.85 621.30 642.27
C512 512 631.67 621.46 642.09
C513 513 632.34 621.88 643.57
C514 514 631.83 620.71 642.86
C515 515 632.51 622.34 643.69
C516 516 631.49 621.71 643.16
C517 517 631.33 622.37 643.56
C518 518 630.94 622.00 643.43
C519 519 631.70 621.54 641.78
C520 520 632.67 622.33 643.57
C521 521 632.03 622.19 643.26
C522 522 631.40 620.19 642.49
C523 523 631.92 621.29 642.84
C524 524 631.90 622.39 641.83
C525 525 630.04 620.08 641.54
C526 526 631.68 620.89 643.10
C527 527 631.84 622.45 642.89
C528 528 631.89 621.04 643.12
C529 529 632.32 621.91 643.53
C530 530 631.89 620.61 643.57
C531 531 632.08 622.39 642.45
C532 532 631.31 620.15 642.54
C533 533 631.17 621.33 643.45
C534 534 631.29 622.45 641.22
C535 535 631.85 621.73 643.11
C536 536 630.98 620.72 642.65
C537 537 632.08 622.31 643.22
C538 538 631.67 620.57 642.83
C539 539 631.13 620.75 640.66
C540 540 632.38 622.30 643.22
C541 541 631.35 622.38 642.82
C542 542 631.89 621.45 642.29
C543 543 629.99 619.04 639.64
C544 544 631.05 619.91 643.41
C545 545 630.89 618.27 643.17
C546 546 631.34 620.56 641.82
C547 547 631.84 621.20 642.37
C548 548 631.65 622.14 642.09
C549 549 631.71 622.44 641.74
C550 550 632.39 622.21 643.48
C551 551 631.97 620.38 643.44
C552 552 631.36 620.19 642.57
C553 553 629.97 622.51 641.11
C554 554 629.80 618.99 638.57
C555 555 631.28 621.96 643.68
C556 556 630.17 620.76 642.47
C557 557 631.44 619.00 643.67
C558 558 631.36 621.66 642.43
C559 559 630.64 622.01 639.84
C560 560 631.72 621.51 643.22
C561 561 631.41 621.40 641.20
C562 562 631.79 622.43 642.76
C563 563 630.90 620.25 642.28
C564 564 631.74 620.65 643.52
C565 565 631.87 621.22 643.55
C566 566 631.48 621.51 643.44
C567 567 631.42 622.38 641.95
C568 568 630.80 620.69 639.96
C569 569 631.24 620.99 643.22
C570 570 631.71 620.87 642.80
C571 571 631.33 622.14 643.52
C572 572 630.19 618.86 643.46
C573 573 631.96 622.09 642.35
C574 574 631.69 622.14 642.59
C575 575 630.96 618.42 642.85
C576 576 632.35 621.97 643.48
C577 577 631.88 620.96 643.25
C578 578 632.12 622.45 641.89
C579 579 632.16 621.35 643.63
C580 580 631.67 622.30 642.27
C581 581 631.22 620.36 643.44
C582 582 630.33 620.01 641.55
C583 583 632.12 622.25 643.42
C584 584 629.30 619.93 637.76
C585 585 631.36 620.62 642.03
C586 586 632.07 622.17 643.32
C587 587 631.89 622.19 642.01
C588 588 631.86 622.19 643.15
C589 589 632.07 621.69 643.06
C590 590 631.32 622.11 641.77
C591 591 629.18 621.07 640.05
C592 592 631.61 622.33 642.01
C593 593 631.71 622.11 643.25
C594 594 632.25 622.27 643.46
C595 595 631.10 621.17 640.20
C596 596 630.93 621.50 641.30
C597 597 631.34 622.06 640.36
C598 598 631.35 620.38 642.09
C599 599 630.03 619.25 641.45
C600 600 631.67 622.30 641.83
C601 601 631.24 620.96 640.90
C602 602 631.11 621.58 641.71
C603 603 631.79 621.91 641.86
C604 604 632.01 620.47 643.53
C605 605 631.87 622.25 642.91
C606 606 630.83 617.22 643.27
C607 607 632.48 622.07 643.31
C608 608 631.39 622.44 640.51
C609 609 632.72 622.47 643.65
C610 610 630.47 622.37 636.95
C611 611 632.14 621.39 643.41
C612 612 631.98 621.13 643.54
C613 613 631.35 621.97 643.27
C614 614 629.95 621.98 636.32
C615 615 632.50 622.49 643.40
C616 616 630.75 622.07 639.65
C617 617 631.20 622.46 641.04
C618 618 631.67 621.22 641.86
C619 619 632.02 621.69 643.43
C620 620 631.88 621.20 643.14
C621 621 632.17 622.29 643.20
C622 622 631.76 620.95 643.12
C623 623 630.78 620.51 640.24
C624 624 631.07 620.99 642.11
C625 625 632.02 622.39 643.46
C626 626 630.63 618.80 641.48
C627 627 631.38 620.56 641.65
C628 628 630.20 619.64 643.51
C629 629 631.42 620.65 643.46
C630 630 631.93 622.28 641.62
C631 631 631.45 619.36 643.55
C632 632 632.26 622.16 643.14
C633 633 631.71 621.19 642.11
C634 634 631.46 622.41 643.09
C635 635 631.64 621.96 642.45
C636 636 630.91 619.14 641.80
C637 637 631.22 621.71 641.92
C638 638 631.52 622.17 643.67
C639 639 632.08 621.37 643.40
C640 640 632.13 622.43 641.99
C641 641 630.97 618.95 642.41
C642 642 632.40 622.18 643.39
C643 643 630.72 620.05 643.22
C644 644 629.68 621.14 635.85
C645 645 632.24 622.16 643.11
C646 646 632.44 622.43 643.15
C647 647 629.31 618.42 642.86
C648 648 631.47 619.88 643.05
C649 649 632.01 621.60 643.44
C650 650 631.09 620.60 642.44
C651 651 631.26 621.34 640.39
C652 652 631.15 620.96 642.65
C653 653 630.27 619.27 641.16
C654 654 631.17 620.81 641.87
C655 655 630.86 619.37 643.09
C656 656 631.20 620.64 642.34
C657 657 631.56 621.04 643.37
C658 658 631.89 620.71 643.53
C659 659 631.28 619.47 643.33
C660 660 630.94 621.99 640.99
C661 661 631.96 622.10 641.90
C662 662 631.86 621.99 643.50
C663 663 631.78 620.48 643.26
C664 664 632.26 621.28 643.53
C665 665 628.80 618.46 639.16
C666 666 631.31 621.96 642.50
C667 667 631.43 619.73 643.72
C668 668 631.02 621.90 639.55
C669 669 632.15 621.98 643.55
C670 670 631.63 621.91 643.38
C671 671 631.16 622.41 639.72
C672 672 631.56 621.74 641.42
C673 673 632.13 621.17 643.47
C674 674 631.35 621.02 641.15
C675 675 631.96 621.11 643.14
C676 676 630.79 618.65 643.47
C677 677 630.10 620.11 642.13
C678 678 632.34 622.13 643.29
C679 679 631.96 622.41 642.02
C680 680 632.28 621.97 643.17
C681 681 631.76 620.57 643.23
C682 682 631.35 621.10 643.65
C683 683 632.23 622.35 643.51
C684 684 632.23 621.98 643.29
C685 685 631.24 622.41 641.79
C686 686 631.18 622.36 639.63
C687 687 630.32 622.26 642.14
C688 688 631.49 619.96 643.09
C689 689 632.05 621.86 642.24
C690 690 631.27 619.90 643.40
C691 691 630.44 620.16 642.53
C692 692 631.94 622.46 643.45
C693 693 631.23 621.04 642.54
C694 694 631.24 619.95 642.17
C695 695 629.97 617.11 641.29
C696 696 630.73 618.99 643.29
C697 697 631.62 621.62 643.44
C698 698 631.26 621.13 643.06
C699 699 631.86 622.24 641.87
C700 700 629.40 621.75 636.72
C701 701 631.98 621.78 642.73
C702 702 631.86 621.56 642.10
C703 703 632.21 621.20 643.44
C704 704 632.23 621.98 643.06
C705 705 632.24 621.29 643.51
C706 706 631.47 619.57 643.39
C707 707 630.37 619.18 639.95
C708 708 631.53 620.90 643.21
C709 709 631.44 621.84 641.04
C710 710 629.62 619.64 641.49
C711 711 631.64 621.64 641.72
C712 712 631.75 620.23 643.11
C713 713 631.04 621.60 641.45
C714 714 631.14 622.27 641.14
C715 715 631.88 621.10 643.36
C716 716 631.46 620.80 641.67
C717 717 631.14 619.23 642.16
C718 718 631.80 622.27 643.11
C719 719 631.67 622.09 642.40
C720 720 631.66 621.94 641.57
C721 721 631.19 619.45 642.53
C722 722 631.87 621.17 643.69
C723 723 631.29 622.23 643.38
C724 724 631.92 621.99 642.19
C725 725 630.65 620.35 640.17
C726 726 632.53 622.43 643.53
C727 727 631.61 621.42 643.14
C728 728 630.91 619.94 643.20
C729 729 632.12 620.99 643.37
C730 730 630.20 622.10 640.07
C731 731 630.76 620.35 640.09
C732 732 631.07 620.20 641.43
C733 733 630.89 620.13 641.25
C734 734 631.29 620.37 641.93
C735 735 630.45 621.01 638.79
C736 736 630.65 622.02 640.46
C737 737 631.46 621.49 643.09
C738 738 629.39 619.06 641.39
C739 739 631.52 620.78 642.17
C740 740 630.10 622.41 638.72
C741 741 631.28 622.44 642.63
C742 742 630.04 620.35 641.77
C743 743 632.40 621.87 643.45
C744 744 631.85 620.17 643.38
C745 745 632.07 621.30 643.38
C746 746 631.88 620.35 643.49
C747 747 631.03 622.26 642.20
C748 748 632.28 622.37 643.05
C749 749 632.05 621.93 642.78
C750 750 630.71 621.83 640.19
C751 751 631.74 621.92 643.14
C752 752 632.34 622.08 643.34
C753 753 632.25 621.92 642.84
C754 754 631.35 622.14 642.11
C755 755 632.39 622.26 643.33
C756 756 630.86 618.65 642.59
C757 757 631.72 620.38 643.33
C758 758 632.28 621.92 643.37
C759 759 630.32 620.55 638.38
C760 760 631.87 621.54 642.09
C761 761 631.65 620.34 643.16
C762 762 630.80 619.00 643.40
C763 763 630.61 620.26 641.59
C764 764 631.04 618.50 643.54
C765 765 631.67 622.44 643.14
C766 766 632.40 622.25 643.39
C767 767 631.01 619.46 641.66
C768 768 629.81 621.47 643.10
C769 769 629.89 616.20 643.04
C770 770 631.94 621.62 642.62
C771 771 631.86 621.60 642.72
C772 772 632.46 622.40 643.11
C773 773 632.39 621.96 643.24
C774 774 632.34 621.78 643.37
C775 775 631.75 620.30 643.40
C776 776 631.60 621.83 643.14
C777 777 630.85 620.20 641.86
C778 778 631.11 620.12 643.48
C779 779 631.04 620.13 643.48
C780 780 631.42 622.26 641.13
C781 781 631.18 620.99 642.33
C782 782 632.29 622.41 643.27
C783 783 630.60 620.94 643.16
C784 784 631.41 622.24 641.02
C785 785 630.90 621.17 642.52
C786 786 631.37 621.71 641.40
C787 787 631.43 621.01 641.86
C788 788 631.47 620.73 643.13
C789 789 630.49 619.22 640.73
C790 790 630.84 618.12 643.67
C791 791 632.29 622.35 643.32
C792 792 631.21 621.53 641.89
C793 793 630.80 620.63 642.27
C794 794 630.63 620.35 643.03
C795 795 631.53 621.86 641.12
C796 796 631.95 621.51 643.34
C797 797 631.11 622.05 642.36
C798 798 630.71 620.93 641.08
C799 799 631.49 621.84 642.41
C800 800 630.95 619.16 642.09
C801 801 630.34 620.97 639.63
C802 802 630.99 620.66 643.33
C803 803 631.04 619.46 643.53
C804 804 631.85 622.20 641.75
C805 805 631.69 622.27 643.13
C806 806 631.78 621.87 643.13
C807 807 631.28 622.27 641.55
C808 808 631.28 622.25 640.00
C809 809 631.85 622.29 642.50
C810 810 632.44 622.41 643.49
C811 811 632.03 622.17 642.93
C812 812 631.30 620.91 641.38
C813 813 632.14 621.93 643.34
C814 814 631.76 621.87 643.34
C815 815 631.55 621.58 641.50
C816 816 629.75 620.60 641.78
C817 817 631.61 622.31 641.03
C818 818 630.57 620.06 641.93
C819 819 631.44 622.06 640.67
C820 820 632.18 621.45 643.18
