#COPIER ID MEAN MIN MAX
C821 821 72.95 69.82 75.70
C822 822 72.77 69.77 75.51
C823 823 72.87 69.60 75.94
C824 824 73.06 69.92 76.09
C825 825 72.87 69.99 75.39
C826 826 72.82 69.89 75.89
C827 827 72.87 69.70 75.84
C828 828 73.00 69.92 75.92
C829 829 72.87 69.92 75.60
C830 830 72.95 69.90 75.82
C831 831 72.95 69.73 75.96
C832 832 73.04 70.01 75.99
C833 833 72.99 69.90 75.80
C834 834 72.84 69.63 75.82
C835 835 73.11 69.97 76.14
C836 836 73.01 69.94 76.02
C837 837 72.87 69.80 75.53
C838 838 72.99 69.97 75.90
C839 839 72.88 69.90 75.57
C840 840 72.85 69.44 75.58
C841 841 73.09 69.96 75.99
C842 842 72.97 69.97 75.96
C843 843 72.99 70.02 75.89
C844 844 73.05 70.01 75.90
C845 845 72.98 69.97 75.80
C846 846 73.04 70.09 75.84
C847 847 72.88 69.58 75.77
C848 848 73.07 69.92 75.99
C849 849 73.08 70.02 75.85
C850 850 73.00 70.16 75.94
C851 851 72.62 69.82 75.07
C852 852 72.79 69.73 75.63
C853 853 73.01 69.94 75.96
C854 854 72.99 69.90 75.72
C855 855 73.00 70.07 76.02
C856 856 73.00 69.79 75.94
C857 857 72.85 69.94 75.63
C858 858 72.79 69.79 75.53
C859 859 73.01 69.75 76.07
C860 860 73.07 70.11 75.84
C861 861 72.87 69.97 75.36
C862 862 73.06 70.02 75.84
C863 863 72.93 69.94 75.70
C864 864 72.99 69.79 75.82
C865 865 72.83 69.75 75.53
C866 866 73.12 70.07 75.89
C867 867 72.97 69.75 75.85
C868 868 72.96 69.82 75.92
C869 869 72.91 69.90 75.46
C870 870 72.83 69.85 75.68
C871 871 72.83 69.63 75.75
C872 872 72.66 69.50 75.63
C873 873 72.82 69.80 75.74
C874 874 73.01 69.99 75.85
C875 875 73.07 69.90 76.07
C876 876 72.95 69.80 75.63
C877 877 72.91 69.99 75.85
C878 878 72.54 69.79 75.11
C879 879 72.88 69.73 75.70
C880 880 72.96 69.92 75.74
C881 881 72.78 70.02 75.51
C882 882 72.98 70.04 75.70
C883 883 73.00 69.96 75.92
C884 884 72.54 70.01 74.63
C885 885 72.89 69.85 75.70
C886 886 72.77 69.72 75.75
C887 887 72.84 69.41 75.85
C888 888 73.07 70.07 75.82
C889 889 72.96 70.19 75.72
C890 890 73.04 69.97 75.77
C891 891 72.95 69.84 75.92
C892 892 72.79 69.80 75.17
C893 893 72.92 70.01 75.58
C894 894 73.05 69.96 75.94
C895 895 72.81 69.99 75.62
C896 896 73.01 69.87 75.89
C897 897 72.90 69.73 75.89
C898 898 73.00 69.85 75.96
C899 899 72.83 69.46 75.77
C900 900 73.05 69.82 75.79
C901 901 73.06 70.07 75.92
C902 902 72.70 69.53 75.89
C903 903 72.56 69.56 74.90
C904 904 72.91 69.73 75.89
C905 905 72.98 69.97 75.65
C906 906 72.99 69.99 75.80
C907 907 73.03 69.99 76.28
C908 908 72.92 70.01 75.50
C909 909 73.08 70.07 75.85
C910 910 72.94 69.80 75.89
C911 911 73.04 69.87 75.90
C912 912 72.87 69.87 75.68
C913 913 72.84 69.67 75.85
C914 914 72.96 70.06 75.82
C915 915 72.93 69.92 75.72
C916 916 73.08 69.82 75.82
C917 917 72.98 69.94 76.02
C918 918 72.92 69.87 75.99
C919 919 72.77 69.51 75.89
C920 920 72.88 69.94 75.65
C921 921 72.69 69.90 75.21
C922 922 73.06 70.06 75.90
C923 923 72.95 69.77 75.90
C924 924 73.07 70.35 75.74
C925 925 72.94 70.07 75.82
C926 926 73.02 70.02 75.96
C927 927 72.91 69.75 75.74
C928 928 73.05 69.96 76.07
C929 929 73.00 69.68 75.97
C930 930 73.06 70.19 75.70
C931 931 72.82 69.84 75.28
C932 932 72.71 69.79 75.43
C933 933 72.96 69.87 75.90
C934 934 72.97 69.96 75.79
C935 935 72.92 69.75 75.65
C936 936 72.98 69.70 76.02
C937 937 72.96 70.07 75.48
C938 938 72.91 69.79 75.90
C939 939 72.54 69.68 74.95
C940 940 72.85 69.82 75.85
C941 941 72.94 69.87 75.79
C942 942 72.42 69.34 74.90
C943 943 72.95 69.67 75.85
C944 944 72.82 69.99 75.21
C945 945 72.86 69.89 75.67
C946 946 72.87 69.63 75.85
C947 947 72.72 69.65 75.80
C948 948 72.88 69.60 75.79
C949 949 72.84 69.55 75.84
C950 950 72.84 69.68 75.80
C951 951 72.85 69.51 75.74
C952 952 72.82 69.73 75.46
C953 953 72.69 69.94 74.97
C954 954 72.74 69.85 75.60
C955 955 72.94 69.79 75.79
C956 956 73.07 70.33 75.94
C957 957 73.04 69.84 76.01
C958 958 72.75 70.09 75.00
C959 959 72.91 69.68 75.85
C960 960 72.81 69.79 75.70
C961 961 73.01 69.73 75.92
C962 962 72.70 69.41 75.62
C963 963 72.94 70.07 75.75
C964 964 72.83 69.53 75.85
C965 965 72.78 69.84 75.50
C966 966 72.82 69.61 75.79
C967 967 72.86 69.70 75.75
C968 968 72.82 69.90 75.80
C969 969 72.73 69.87 75.51
C970 970 72.80 69.80 75.68
C971 971 72.81 69.85 75.53
C972 972 72.90 69.73 75.77
C973 973 72.90 69.72 75.80
C974 974 72.92 69.90 75.80
C975 975 72.79 69.72 75.55
C976 976 73.01 70.14 75.74
C977 977 73.02 69.99 75.79
C978 978 72.92 69.60 75.92
C979 979 72.74 69.55 75.68
C980 980 72.78 69.48 75.63
C981 981 72.53 69.60 74.94
C982 982 72.93 70.11 75.57
C983 983 72.62 69.68 75.06
C984 984 72.73 69.68 75.74
C985 985 72.83 69.67 75.87
C986 986 72.89 69.84 75.79
C987 987 72.82 69.75 75.70
C988 988 72.72 69.89 75.12
C989 989 72.77 69.60 75.58
C990 990 72.90 69.79 75.67
C991 991 72.85 69.90 75.82
C992 992 72.83 69.72 75.75
C993 993 72.85 69.87 75.72
C994 994 72.73 69.65 75.57
C995 995 73.11 69.75 76.11
C996 996 72.47 69.56 74.82
C997 997 72.81 69.73 75.68
C998 998 72.74 69.55 75.70
C999 999 72.74 69.61 75.50
C1000 1000 72.80 69.90 75.62
C1001 1001 72.77 69.63 75.80
C1002 1002 72.96 69.72 75.87
C1003 1003 72.82 69.63 75.70
C1004 1004 72.76 69.39 75.85
C1005 1005 72.74 69.53 75.68
C1006 1006 72.92 70.29 75.74
C1007 1007 72.77 69.89 75.48
C1008 1008 72.88 69.72 75.87
C1009 1009 72.85 69.79 75.63
C1010 1010 72.90 69.65 75.77
C1011 1011 73.00 69.92 75.75
C1012 1012 72.71 69.61 75.31
C1013 1013 72.85 69.96 75.67
C1014 1014 72.72 69.55 75.67
C1015 1015 72.90 69.75 75.74
C1016 1016 72.60 69.48 75.70
C1017 1017 72.78 69.53 75.65
C1018 1018 72.73 69.50 75.58
C1019 1019 72.83 69.72 75.82
C1020 1020 72.84 69.90 75.75
C1021 1021 72.75 69.87 75.36
C1022 1022 72.90 69.75 75.75
C1023 1023 72.90 69.92 75.70
C1024 1024 72.86 69.73 75.77
C1025 1025 72.83 69.65 75.74
C1026 1026 72.98 69.82 75.92
C1027 1027 72.82 69.70 75.58
C1028 1028 72.81 69.72 75.60
C1029 1029 72.70 69.29 75.92
C1030 1030 72.82 69.63 75.89
C1031 1031 72.69 69.60 75.48
C1032 1032 72.74 69.61 75.72
C1033 1033 72.79 69.53 75.82
C1034 1034 72.66 69.65 75.41
C1035 1035 72.82 69.68 75.70
C1036 1036 72.77 69.56 75.84
C1037 1037 72.91 69.73 75.77
C1038 1038 72.85 69.96 75.43
C1039 1039 72.62 69.41 75.75
C1040 1040 72.87 69.73 75.90
C1041 1041 72.82 69.67 75.84
C1042 1042 72.81 69.70 75.77
C1043 1043 72.75 69.63 75.70
C1044 1044 72.81 69.72 75.67
C1045 1045 72.87 69.77 75.68
C1046 1046 72.56 69.39 75.48
C1047 1047 72.73 69.46 75.57
C1048 1048 72.53 69.65 74.95
C1049 1049 72.91 70.06 75.55
C1050 1050 72.75 69.48 75.80
C1051 1051 72.88 69.73 75.74
C1052 1052 72.99 69.92 75.68
C1053 1053 72.74 69.61 75.63
C1054 1054 72.82 69.82 75.72
C1055 1055 72.65 69.80 75.16
C1056 1056 72.75 69.87 75.65
C1057 1057 72.73 69.63 75.74
C1058 1058 72.86 69.89 75.72
C1059 1059 72.70 69.56 75.31
C1060 1060 72.82 69.94 75.39
C1061 1061 72.79 69.68 75.72
C1062 1062 72.71 69.38 75.60
C1063 1063 72.81 69.67 75.82
C1064 1064 72.54 69.28 75.50
C1065 1065 72.74 69.51 75.51
C1066 1066 72.82 69.58 75.70
C1067 1067 72.51 69.41 74.82
C1068 1068 72.81 69.80 75.67
C1069 1069 72.75 69.48 75.79
C1070 1070 72.87 69.84 75.87
C1071 1071 72.82 69.80 75.51
C1072 1072 72.77 69.75 75.46
C1073 1073 72.81 69.67 75.72
C1074 1074 72.65 69.68 75.34
C1075 1075 72.50 69.41 75.16
C1076 1076 72.79 69.84 75.65
C1077 1077 72.64 69.53 75.55
C1078 1078 72.64 69.67 75.50
C1079 1079 72.74 69.68 75.46
C1080 1080 72.71 69.56 75.58
C1081 1081 72.64 69.79 74.94
C1082 1082 72.64 69.70 75.50
C1083 1083 72.71 69.73 75.34
C1084 1084 72.65 69.55 75.55
C1085 1085 72.58 69.77 75.16
C1086 1086 72.52 69.48 75.02
C1087 1087 72.54 69.36 75.43
C1088 1088 72.76 69.70 75.62
C1089 1089 72.35 69.36 74.75
C1090 1090 72.42 69.75 74.70
C1091 1091 72.70 69.53 75.46
C1092 1092 72.73 69.34 75.67
C1093 1093 72.61 69.41 75.28
C1094 1094 72.67 69.79 75.38
C1095 1095 72.62 69.56 75.22
C1096 1096 72.61 69.68 75.34
C1097 1097 72.55 69.61 75.04
C1098 1098 72.58 69.55 75.36
C1099 1099 72.68 69.58 75.46
C1100 1100 72.65 69.58 75.36
C1101 1101 72.69 69.60 75.21
C1102 1102 72.64 69.67 75.31
C1103 1103 72.71 69.55 75.50
C1104 1104 72.70 69.80 75.33
C1105 1105 72.41 69.65 74.49
C1106 1106 72.65 69.84 75.09
C1107 1107 72.52 69.41 75.17
C1108 1108 72.67 69.79 75.43
C1109 1109 72.31 69.41 74.49
C1110 1110 72.44 69.28 75.21
C1111 1111 72.56 69.51 75.22
C1112 1112 72.39 69.41 75.14
C1113 1113 72.41 69.48 74.70
C1114 1114 72.44 69.31 75.11
C1115 1115 72.59 69.79 75.14
C1116 1116 72.43 69.82 74.75
C1117 1117 72.48 69.65 75.07
C1118 1118 72.40 69.46 74.92
C1119 1119 72.33 69.38 74.82
C1120 1120 72.53 69.56 75.04
C1121 1121 72.47 69.60 74.95
C1122 1122 72.47 69.39 75.14
C1123 1123 72.21 69.11 74.94
C1124 1124 72.38 69.31 74.87
C1125 1125 72.47 69.46 75.07
C1126 1126 72.35 69.17 75.09
C1127 1127 72.47 69.43 75.12
C1128 1128 72.07 69.56 73.98
C1129 1129 72.48 69.73 74.90
C1130 1130 72.44 69.70 74.92
C1131 1131 72.44 69.43 74.95
C1132 1132 72.32 69.51 74.97
C1133 1133 72.53 69.51 75.04
C1134 1134 72.59 69.53 75.33
C1135 1135 72.44 69.46 74.97
C1136 1136 72.33 69.48 74.41
C1137 1137 72.52 69.31 75.17
C1138 1138 72.32 69.50 74.82
C1139 1139 72.38 69.21 75.06
C1140 1140 72.39 69.19 75.21
C1141 1141 72.32 69.14 75.19
C1142 1142 72.41 69.22 75.07
C1143 1143 72.41 69.41 75.00
C1144 1144 72.43 69.72 75.04
C1145 1145 72.45 69.50 74.94
C1146 1146 72.28 69.56 74.41
C1147 1147 72.33 69.21 75.09
C1148 1148 72.39 69.12 75.09
C1149 1149 72.22 68.97 74.89
C1150 1150 72.31 69.46 74.61
C1151 1151 72.28 69.24 74.82
C1152 1152 72.30 69.19 74.97
C1153 1153 72.53 69.68 74.97
C1154 1154 72.17 69.14 74.89
C1155 1155 72.41 69.29 75.24
C1156 1156 72.40 69.33 75.14
C1157 1157 72.33 69.29 75.12
C1158 1158 72.32 69.39 74.87
C1159 1159 72.38 69.38 75.17
C1160 1160 72.27 69.19 74.94
C1161 1161 72.39 69.36 74.99
C1162 1162 72.23 69.14 75.12
C1163 1163 72.43 69.34 75.07
C1164 1164 72.48 69.58 75.00
C1165 1165 72.27 69.16 75.02
C1166 1166 72.17 68.95 74.80
C1167 1167 72.16 69.43 74.87
C1168 1168 72.35 69.65 74.92
C1169 1169 72.21 69.05 74.83
C1170 1170 72.26 69.16 75.17
C1171 1171 72.22 69.11 75.02
C1172 1172 72.26 69.33 75.00
C1173 1173 72.13 69.09 75.21
C1174 1174 72.11 69.05 74.92
C1175 1175 71.97 68.80 74.95
C1176 1176 72.17 69.07 74.97
C1177 1177 72.30 69.14 75.12
C1178 1178 72.06 69.29 74.29
C1179 1179 71.93 68.90 74.41
C1180 1180 72.17 69.11 74.82
C1181 1181 72.00 68.78 74.66
C1182 1182 72.12 69.19 74.87
C1183 1183 72.13 68.83 74.89
C1184 1184 72.32 69.26 75.14
C1185 1185 71.83 69.14 73.85
C1186 1186 72.18 69.19 74.82
C1187 1187 72.06 68.83 75.22
C1188 1188 72.15 68.99 74.97
C1189 1189 72.09 68.99 74.95
C1190 1190 72.06 69.09 74.92
C1191 1191 72.14 69.11 75.06
C1192 1192 72.18 69.14 74.85
C1193 1193 71.91 69.26 74.29
C1194 1194 72.12 69.16 74.90
C1195 1195 71.93 68.51 74.92
C1196 1196 71.83 68.68 74.56
C1197 1197 71.90 68.54 74.83
C1198 1198 71.98 68.68 74.87
C1199 1199 71.52 68.32 73.81
C1200 1200 71.46 68.36 73.86
C1201 1201 71.54 68.43 74.02
C1202 1202 71.19 68.08 73.64
C1203 1203 71.30 68.10 74.02
C1204 1204 71.49 68.61 74.10
C1205 1205 71.21 68.12 73.83
C1206 1206 71.17 68.25 73.66
C1207 1207 71.28 68.29 73.90
C1208 1208 71.23 68.31 73.73
C1209 1209 71.41 68.65 74.02
C1210 1210 71.30 68.20 74.02
C1211 1211 71.48 68.54 73.80
C1212 1212 71.35 68.41 74.04
C1213 1213 71.30 68.39 74.00
C1214 1214 71.17 68.22 73.92
C1215 1215 71.42 68.32 73.86
C1216 1216 71.25 67.88 74.12
C1217 1217 71.37 68.51 73.78
C1218 1218 71.23 68.25 73.88
C1219 1219 71.20 67.95 74.15
C1220 1220 71.31 68.22 73.90
C1221 1221 71.16 68.02 73.68
C1222 1222 71.14 68.22 73.80
C1223 1223 71.18 68.14 73.83
C1224 1224 71.25 68.05 74.00
C1225 1225 71.07 67.86 73.68
C1226 1226 71.07 67.69 73.90
C1227 1227 71.00 67.68 73.88
C1228 1228 71.13 67.69 73.86
C1229 1229 70.85 67.76 73.18
C1230 1230 71.23 67.76 74.15
C1231 1231 71.13 67.80 74.02
C1232 1232 71.15 67.69 74.12
C1233 1233 71.15 67.66 73.73
C1234 1234 71.17 67.73 74.02
C1235 1235 71.09 67.69 73.98
C1236 1236 71.07 67.54 74.04
C1237 1237 71.20 68.08 73.80
C1238 1238 71.19 67.76 73.97
C1239 1239 71.01 67.73 73.85
C1240 1240 71.00 67.46 73.92
C1241 1241 71.17 67.92 74.04
C1242 1242 71.07 67.68 73.90
C1243 1243 71.20 67.73 73.92
C1244 1244 70.74 67.88 72.59
C1245 1245 71.14 67.83 73.95
C1246 1246 71.16 67.95 73.80
C1247 1247 71.15 67.66 73.98
C1248 1248 71.28 67.93 74.10
C1249 1249 71.07 67.71 74.00
C1250 1250 71.10 68.12 73.86
C1251 1251 70.91 67.47 73.68
C1252 1252 71.19 67.59 74.09
C1253 1253 70.92 67.17 74.02
C1254 1254 70.99 67.90 73.78
C1255 1255 70.85 67.32 73.73
C1256 1256 70.92 67.51 73.59
C1257 1257 70.86 67.25 73.95
C1258 1258 71.01 67.39 73.98
C1259 1259 71.08 67.37 74.07
C1260 1260 70.79 67.40 73.05
C1261 1261 71.05 67.66 73.68
C1262 1262 71.05 67.35 73.90
C1263 1263 70.72 67.24 73.47
C1264 1264 70.88 67.07 73.88
C1265 1265 70.88 67.32 73.95
C1266 1266 70.83 67.12 73.93
C1267 1267 70.86 66.93 74.00
C1268 1268 70.81 66.74 73.86
C1269 1269 70.65 66.67 73.76
C1270 1270 70.87 66.95 73.97
C1271 1271 70.31 66.78 73.37
C1272 1272 70.71 66.78 73.63
C1273 1273 70.80 66.84 73.86
C1274 1274 71.00 67.12 74.21
C1275 1275 70.82 66.62 74.10
C1276 1276 70.94 67.07 73.93
C1277 1277 70.84 67.03 73.80
C1278 1278 70.91 66.98 73.93
C1279 1279 70.65 66.69 73.63
C1280 1280 70.60 67.22 73.03
C1281 1281 70.96 67.15 74.05
C1282 1282 70.77 66.74 74.04
C1283 1283 70.75 66.74 73.93
C1284 1284 70.79 66.67 74.02
C1285 1285 70.77 66.91 73.69
C1286 1286 70.74 66.69 74.04
C1287 1287 70.64 66.95 73.27
C1288 1288 70.79 66.95 73.75
C1289 1289 70.87 67.20 73.81
C1290 1290 70.79 66.96 73.88
C1291 1291 70.73 66.83 73.95
C1292 1292 70.87 66.83 73.90
C1293 1293 70.92 67.12 74.00
C1294 1294 70.84 66.96 73.98
C1295 1295 70.69 66.86 73.64
C1296 1296 70.85 67.03 73.73
C1297 1297 70.83 66.84 74.07
C1298 1298 70.81 66.98 73.75
C1299 1299 70.80 66.47 74.04
C1300 1300 70.77 66.64 74.04
C1301 1301 70.91 67.20 73.90
C1302 1302 70.06 66.74 72.15
C1303 1303 70.06 66.84 71.98
C1304 1304 70.26 66.95 72.30
C1305 1305 70.45 67.17 72.57
C1306 1306 70.52 67.12 72.71
C1307 1307 70.26 66.95 72.17
C1308 1308 70.40 66.91 72.59
C1309 1309 70.45 66.95 72.88
C1310 1310 70.19 67.12 71.76
C1311 1311 70.35 67.10 72.39
C1312 1312 70.40 67.20 72.57
C1313 1313 70.19 67.18 71.93
C1314 1314 70.34 67.12 72.66
C1315 1315 70.06 66.88 71.69
C1316 1316 70.36 66.88 72.64
C1317 1317 70.44 66.89 72.78
C1318 1318 70.31 66.86 72.44
C1319 1319 70.30 66.72 72.52
C1320 1320 70.19 66.62 72.56
C1321 1321 70.37 66.95 72.64
C1322 1322 70.07 66.89 72.05
C1323 1323 70.34 66.57 72.86
C1324 1324 70.44 67.03 72.56
C1325 1325 70.45 67.15 72.66
C1326 1326 70.26 66.69 72.54
C1327 1327 70.48 67.07 72.81
C1328 1328 70.39 66.86 72.62
C1329 1329 69.85 66.10 71.79
C1330 1330 70.02 65.89 72.45
C1331 1331 69.93 65.94 71.93
C1332 1332 69.90 66.08 71.96
C1333 1333 69.84 65.59 72.50
C1334 1334 69.82 65.77 72.13
C1335 1335 69.96 65.69 72.61
C1336 1336 70.03 65.79 72.59
C1337 1337 70.06 65.96 72.56
C1338 1338 70.10 66.21 72.52
C1339 1339 70.01 66.15 72.50
C1340 1340 70.13 66.11 72.52
C1341 1341 70.18 66.42 72.81
C1342 1342 70.08 66.11 72.74
C1343 1343 69.97 65.91 72.50
C1344 1344 70.05 65.89 72.61
C1345 1345 69.99 65.88 72.56
C1346 1346 70.02 66.11 72.50
C1347 1347 70.28 65.93 72.86
C1348 1348 69.97 65.79 72.69
C1349 1349 69.95 65.81 72.54
C1350 1350 70.02 66.04 72.69
C1351 1351 70.05 65.99 72.64
C1352 1352 70.10 66.03 72.71
C1353 1353 70.05 65.84 72.66
C1354 1354 70.15 66.04 72.64
C1355 1355 70.01 65.93 72.61
C1356 1356 69.72 65.91 71.67
C1357 1357 69.71 66.11 71.54
C1358 1358 69.42 65.91 71.74
C1359 1359 69.29 66.11 71.59
C1360 1360 69.22 65.91 71.49
C1361 1361 69.30 65.88 71.57
C1362 1362 69.31 66.18 71.40
C1363 1363 69.31 65.96 71.62
C1364 1364 69.29 65.93 71.57
C1365 1365 69.18 65.84 71.57
C1366 1366 69.10 65.69 71.49
C1367 1367 69.18 65.88 71.42
C1368 1368 68.93 65.81 70.82
C1369 1369 69.02 65.76 71.21
C1370 1370 69.13 65.74 71.47
C1371 1371 69.25 65.82 71.67
C1372 1372 69.21 65.72 71.55
C1373 1373 69.18 65.72 71.67
C1374 1374 69.23 65.89 71.55
C1375 1375 69.28 65.89 71.40
C1376 1376 69.28 65.91 71.50
C1377 1377 69.17 65.96 71.32
C1378 1378 69.30 65.99 71.82
C1379 1379 68.76 64.75 71.50
C1380 1380 69.04 65.14 71.62
C1381 1381 68.91 64.92 71.47
C1382 1382 68.88 65.04 71.54
C1383 1383 68.83 64.74 71.59
C1384 1384 68.87 64.97 71.45
C1385 1385 68.91 65.04 71.32
C1386 1386 68.89 65.08 71.40
C1387 1387 68.93 64.97 71.54
C1388 1388 69.00 65.57 71.33
C1389 1389 69.01 65.54 71.30
C1390 1390 68.97 65.06 71.69
C1391 1391 68.81 64.99 71.30
C1392 1392 69.04 65.26 71.62
C1393 1393 68.96 65.03 71.52
C1394 1394 68.78 64.80 71.37
C1395 1395 68.72 64.87 71.23
C1396 1396 68.80 64.77 71.33
C1397 1397 68.57 64.82 71.57
C1398 1398 68.56 64.84 71.43
C1399 1399 68.52 64.91 71.35
Overall -1 72.60 64.74 76.45
