#COPIER ID MEAN MIN MAX
C177 177 73.28 70.31 76.19
C178 178 73.18 70.21 76.01
C179 179 73.02 70.13 75.57
C180 180 73.28 70.43 75.85
C181 181 73.10 69.87 76.07
C182 182 73.11 69.97 75.84
C183 183 73.09 70.31 75.92
C184 184 73.13 70.04 76.18
C185 185 73.04 69.85 76.02
C186 186 73.13 69.96 76.14
C187 187 73.08 70.09 75.79
C188 188 73.11 70.31 76.06
C189 189 73.20 70.26 75.96
C190 190 73.17 70.26 76.04
C191 191 73.14 70.09 76.06
C192 192 73.28 70.31 76.04
C193 193 72.91 70.04 75.33
C194 194 73.08 69.77 76.01
C195 195 73.15 70.19 76.02
C196 196 73.21 69.89 76.35
C197 197 73.28 70.35 76.16
C198 198 73.17 70.16 76.02
C199 199 73.08 70.04 76.06
C200 200 73.16 70.02 76.23
C201 201 73.14 69.90 76.16
C202 202 73.27 70.11 76.18
C203 203 73.16 70.13 76.02
C204 204 73.20 69.92 76.26
C205 205 73.15 69.99 76.14
C206 206 73.11 70.01 75.94
C207 207 73.22 70.21 75.99
C208 208 73.18 70.06 75.75
C209 209 73.26 70.21 75.97
C210 210 73.13 69.92 76.23
C211 211 73.09 70.02 76.09
C212 212 73.11 69.99 75.96
C213 213 73.16 70.11 76.06
C214 214 73.08 69.99 75.77
C215 215 72.99 69.97 75.68
C216 216 72.77 70.02 75.17
C217 217 73.18 70.04 76.25
C218 218 72.96 69.97 75.92
C219 219 73.21 70.09 76.28
C220 220 73.11 70.14 75.99
C221 221 72.88 70.43 75.28
C222 222 73.24 70.13 76.02
C223 223 73.25 70.38 76.07
C224 224 73.22 69.92 76.13
C225 225 73.32 70.36 76.14
C226 226 73.01 70.21 75.36
C227 227 73.03 70.33 76.04
C228 228 73.22 70.24 75.94
C229 229 73.08 69.94 75.97
C230 230 73.10 70.14 76.11
C231 231 73.28 70.38 76.04
C232 232 73.09 70.13 75.89
C233 233 72.98 69.68 75.97
C234 234 73.12 70.13 76.14
C235 235 73.16 69.84 76.09
C236 236 73.17 70.24 76.02
C237 237 73.23 70.21 76.23
C238 238 73.18 70.09 76.06
C239 239 73.10 69.89 75.99
C240 240 73.20 70.16 76.02
C241 241 73.11 70.07 75.92
C242 242 73.07 70.14 76.09
C243 243 73.00 69.84 75.97
C244 244 73.12 70.09 76.07
C245 245 73.18 70.43 75.82
C246 246 73.19 70.26 75.97
C247 247 72.99 69.82 76.01
C248 248 73.11 70.06 75.75
C249 249 73.18 70.23 75.89
C250 250 73.10 70.02 76.11
C251 251 73.24 70.29 76.21
C252 252 73.11 70.06 76.11
C253 253 73.11 70.24 75.85
C254 254 73.23 70.09 75.99
C255 255 72.96 69.94 76.23
C256 256 73.15 70.23 75.90
C257 257 73.34 70.52 76.06
C258 258 73.20 70.18 76.06
C259 259 73.12 70.06 75.80
C260 260 73.09 70.18 76.06
C261 261 73.18 70.18 76.04
C262 262 73.16 69.87 76.18
C263 263 73.03 70.06 75.80
C264 264 73.20 70.28 75.90
C265 265 73.13 70.09 76.02
C266 266 73.17 70.18 76.02
C267 267 73.25 70.06 76.33
C268 268 73.22 70.23 76.01
C269 269 73.23 70.23 76.09
C270 270 73.25 70.43 76.02
C271 271 73.28 70.33 76.23
C272 272 73.17 70.01 76.14
C273 273 73.18 70.11 75.84
C274 274 72.92 70.31 75.63
C275 275 73.15 70.14 76.18
C276 276 72.99 70.24 75.22
C277 277 73.18 70.01 76.01
C278 278 73.02 69.96 75.82
C279 279 73.07 69.90 75.96
C280 280 73.05 70.11 75.82
C281 281 73.17 70.23 75.94
C282 282 73.15 69.99 75.96
C283 283 73.14 70.23 76.02
C284 284 73.19 70.02 76.23
C285 285 73.11 70.19 75.82
C286 286 73.11 69.94 76.04
C287 287 73.18 70.18 76.01
C288 288 73.29 70.23 76.26
C289 289 73.29 70.43 76.04
C290 290 73.11 69.89 76.16
C291 291 73.10 69.92 75.99
C292 292 73.03 69.97 75.84
C293 293 73.07 70.06 75.68
C294 294 72.83 69.80 75.36
C295 295 73.12 70.01 76.18
C296 296 73.15 69.90 76.06
C297 297 73.11 70.09 75.89
C298 298 73.10 69.97 76.19
C299 299 72.91 70.04 75.65
C300 300 73.16 70.19 75.96
C301 301 73.26 70.48 75.96
C302 302 73.05 69.84 76.09
C303 303 72.96 70.07 75.48
C304 304 73.07 70.07 75.51
C305 305 73.15 70.28 75.79
C306 306 73.16 70.18 76.06
C307 307 73.20 70.07 76.21
C308 308 73.12 70.28 75.75
C309 309 72.88 69.65 76.04
C310 310 73.06 70.04 75.94
C311 311 73.09 70.50 75.80
C312 312 73.18 70.26 76.02
C313 313 73.17 69.90 76.16
C314 314 72.95 69.96 75.90
C315 315 73.11 70.09 75.89
C316 316 73.04 70.16 75.38
C317 317 73.12 69.85 76.23
C318 318 73.02 69.92 75.79
C319 319 73.11 69.92 76.07
C320 320 73.01 69.92 75.84
C321 321 73.16 70.04 76.11
C322 322 73.12 70.23 75.82
C323 323 73.07 70.26 75.92
C324 324 73.15 69.96 75.92
C325 325 73.21 70.16 75.90
C326 326 73.14 70.07 76.04
C327 327 73.12 70.01 76.11
C328 328 73.19 70.29 75.97
C329 329 72.78 69.90 75.24
C330 330 73.00 69.96 76.14
C331 331 73.08 70.01 76.09
C332 332 73.25 70.09 76.11
C333 333 73.30 70.18 76.16
C334 334 72.92 69.97 75.38
C335 335 72.98 70.02 75.50
C336 336 73.06 69.80 76.01
C337 337 73.27 70.26 76.14
C338 338 73.07 69.94 75.89
C339 339 73.13 70.06 76.11
C340 340 73.16 70.02 75.99
C341 341 73.21 70.33 76.06
C342 342 73.03 69.87 76.07
C343 343 73.18 70.14 75.99
C344 344 73.06 70.09 76.06
C345 345 73.04 69.92 76.02
C346 346 73.09 69.96 75.94
C347 347 73.18 70.16 76.11
C348 348 73.25 70.11 76.02
C349 349 73.16 70.26 75.84
C350 350 73.05 70.14 75.84
C351 351 73.16 69.84 76.13
C352 352 73.08 70.11 75.77
C353 353 73.01 69.99 75.75
C354 354 72.88 70.04 75.38
C355 355 73.28 70.29 76.13
C356 356 73.21 70.07 76.07
C357 357 73.22 69.96 76.26
C358 358 72.74 69.99 75.33
C359 359 72.96 69.85 75.82
C360 360 72.79 69.85 75.36
C361 361 73.06 69.92 75.75
C362 362 73.17 70.21 75.97
C363 363 72.96 70.02 75.36
C364 364 73.15 69.79 76.14
C365 365 73.21 70.31 75.90
C366 366 73.25 70.16 76.13
C367 367 73.17 70.21 76.02
C368 368 72.93 70.21 75.29
C369 369 73.21 70.57 75.90
C370 370 73.11 70.21 75.63
C371 371 73.17 70.07 75.96
C372 372 73.22 70.19 76.06
C373 373 73.09 69.90 75.94
C374 374 73.16 70.09 76.04
C375 375 72.96 70.07 75.80
C376 376 73.17 69.97 76.14
C377 377 73.12 70.19 75.85
C378 378 73.08 69.87 75.99
C379 379 72.95 69.94 75.80
C380 380 73.05 70.04 76.11
C381 381 73.09 70.18 75.75
C382 382 73.22 70.31 75.87
C383 383 73.00 70.07 75.94
C384 384 73.03 69.80 76.01
C385 385 73.04 70.01 76.04
C386 386 73.12 70.16 75.90
C387 387 73.21 70.35 76.02
C388 388 73.06 70.07 75.85
C389 389 73.03 70.16 76.04
C390 390 73.01 70.02 76.04
C391 391 72.99 69.89 75.70
C392 392 73.01 69.75 76.11
C393 393 73.22 70.46 75.96
C394 394 73.21 70.36 75.84
C395 395 73.09 70.18 75.96
C396 396 72.87 69.85 75.38
C397 397 72.75 70.23 75.06
C398 398 73.17 70.13 76.13
C399 399 72.90 69.97 75.31
C400 400 73.25 70.18 76.14
C401 401 73.38 70.24 76.28
C402 402 73.06 70.18 75.92
C403 403 73.22 70.19 76.09
C404 404 73.18 70.21 75.99
C405 405 73.13 69.89 76.07
C406 406 73.05 70.21 75.90
C407 407 73.13 70.06 75.89
C408 408 73.12 70.16 75.74
C409 409 73.03 69.90 75.87
C410 410 73.01 70.07 75.92
C411 411 73.03 69.87 76.02
C412 412 73.19 70.07 76.01
C413 413 73.25 70.38 75.99
C414 414 73.05 70.21 75.77
C415 415 73.12 69.99 76.11
C416 416 73.09 69.92 75.92
C417 417 73.27 70.13 76.26
C418 418 73.15 70.26 76.11
C419 419 73.11 70.38 75.92
C420 420 73.28 70.16 76.23
C421 421 73.24 70.04 76.13
C422 422 73.12 70.02 76.06
C423 423 73.14 69.89 76.11
C424 424 73.09 70.11 75.80
C425 425 73.28 70.43 76.04
C426 426 73.02 70.02 75.79
C427 427 73.13 70.01 76.02
C428 428 73.21 70.28 76.09
C429 429 73.17 70.07 76.07
C430 430 73.23 70.24 75.94
C431 431 73.19 70.41 75.92
C432 432 72.92 70.40 75.06
C433 433 73.07 70.04 75.89
C434 434 73.07 69.92 75.89
C435 435 73.15 70.06 76.13
C436 436 73.07 69.97 76.14
C437 437 73.17 69.96 76.13
C438 438 73.08 69.84 76.13
C439 439 72.83 70.06 75.21
C440 440 73.25 70.09 76.09
C441 441 73.14 69.89 76.16
C442 442 72.90 69.89 75.80
C443 443 73.21 70.26 75.99
C444 444 73.16 70.16 75.75
C445 445 73.34 70.48 76.07
C446 446 73.00 70.04 75.94
C447 447 73.06 69.94 75.99
C448 448 73.08 69.84 76.07
C449 449 73.05 70.07 76.02
C450 450 73.00 70.06 75.85
C451 451 73.05 70.19 75.87
C452 452 73.13 69.92 76.18
C453 453 73.19 70.01 76.18
C454 454 73.08 69.79 75.99
C455 455 73.07 70.04 75.90
C456 456 73.04 69.90 75.85
C457 457 73.14 70.13 75.97
C458 458 72.86 69.72 75.70
C459 459 73.11 70.19 76.18
C460 460 73.29 69.90 76.25
C461 461 73.08 70.06 75.99
C462 462 73.15 70.24 75.75
C463 463 73.30 70.31 76.13
C464 464 72.78 69.72 75.33
C465 465 73.07 69.89 75.94
C466 466 73.07 70.26 75.80
C467 467 73.20 70.14 76.09
C468 468 73.02 69.99 75.58
C469 469 73.18 69.82 76.02
C470 470 73.08 69.97 76.07
C471 471 73.00 69.82 75.97
C472 472 73.09 70.07 76.06
C473 473 72.91 69.75 75.96
C474 474 73.25 70.29 76.02
C475 475 73.15 69.96 76.19
C476 476 72.95 69.75 75.89
C477 477 73.12 70.11 76.07
C478 478 73.00 69.68 76.13
C479 479 73.12 70.09 75.99
C480 480 73.10 70.09 75.92
C481 481 73.08 69.84 75.97
C482 482 73.18 70.02 76.25
C483 483 73.16 70.24 75.79
C484 484 73.08 70.04 75.87
C485 485 72.96 69.87 75.99
C486 486 73.15 70.13 76.06
C487 487 73.25 70.19 76.11
C488 488 73.23 70.07 76.16
C489 489 73.02 70.14 75.74
C490 490 72.94 69.99 75.87
C491 491 73.26 70.45 76.02
C492 492 73.07 69.96 76.07
C493 493 73.21 70.11 76.14
C494 494 73.11 69.82 76.19
C495 495 73.17 70.18 76.02
C496 496 73.16 70.01 76.07
C497 497 72.71 69.89 75.31
C498 498 73.03 70.28 75.38
C499 499 73.18 70.06 76.14
C500 500 73.00 69.97 75.94
C501 501 73.01 70.01 75.96
C502 502 73.00 70.06 75.90
C503 503 73.16 70.28 75.99
C504 504 73.14 70.16 76.02
C505 505 72.86 69.99 75.34
C506 506 73.15 70.23 75.90
C507 507 72.87 69.63 75.80
C508 508 73.13 70.19 76.01
C509 509 73.16 70.13 75.75
C510 510 73.22 70.19 76.07
C511 511 73.04 69.99 75.87
C512 512 73.08 70.13 75.82
C513 513 73.16 70.18 75.94
C514 514 73.12 69.97 76.02
C515 515 73.08 69.92 75.89
C516 516 73.14 69.84 76.21
C517 517 73.07 69.97 75.97
C518 518 73.11 70.02 75.92
C519 519 73.07 70.09 75.92
C520 520 73.09 69.94 76.06
C521 521 73.24 70.36 76.18
C522 522 73.24 70.36 76.06
C523 523 73.14 70.14 76.04
C524 524 72.98 70.35 75.22
C525 525 73.07 70.31 75.58
C526 526 73.11 69.97 76.04
C527 527 73.13 70.01 75.99
C528 528 73.17 69.94 76.01
C529 529 73.14 70.19 75.84
C530 530 72.79 69.87 75.94
C531 531 73.28 70.18 76.25
C532 532 73.20 70.16 76.11
C533 533 73.17 70.04 76.16
C534 534 73.26 70.24 76.18
C535 535 72.90 69.79 75.68
C536 536 73.22 70.31 76.01
C537 537 73.18 70.06 76.25
C538 538 73.01 69.79 75.80
C539 539 72.96 69.96 75.84
C540 540 73.11 69.97 76.09
C541 541 72.84 69.82 75.92
C542 542 73.09 70.02 75.99
C543 543 73.15 70.16 76.11
C544 544 73.04 69.79 76.23
C545 545 73.18 70.09 76.16
C546 546 73.03 70.04 75.97
C547 547 72.80 69.61 75.33
C548 548 73.12 69.89 75.94
C549 549 73.09 70.13 75.96
C550 550 72.96 69.70 75.85
C551 551 73.25 70.06 76.31
C552 552 73.07 70.11 75.97
C553 553 72.85 70.02 75.31
C554 554 72.98 69.82 76.02
C555 555 73.10 69.80 76.14
C556 556 73.12 69.94 76.07
C557 557 73.10 70.02 76.14
C558 558 73.14 70.09 76.09
C559 559 72.99 70.02 75.60
C560 560 73.11 69.99 76.13
C561 561 73.16 70.21 75.97
C562 562 72.98 69.97 76.02
C563 563 73.30 70.31 76.11
C564 564 72.92 69.56 75.75
C565 565 73.08 69.97 75.96
C566 566 73.12 70.18 76.04
C567 567 73.24 69.96 76.45
C568 568 73.05 69.96 75.85
C569 569 73.20 70.36 75.96
C570 570 73.05 70.04 75.94
C571 571 73.08 69.75 76.01
C572 572 72.99 69.92 75.84
C573 573 73.09 70.09 75.74
C574 574 73.08 70.23 75.68
C575 575 73.28 70.33 76.09
C576 576 73.08 70.21 76.04
C577 577 73.16 69.94 76.18
C578 578 73.19 70.09 76.01
C579 579 73.16 70.14 76.06
C580 580 73.09 69.90 75.85
C581 581 73.28 70.50 75.99
C582 582 72.99 69.80 75.97
C583 583 72.96 69.77 76.02
C584 584 73.11 70.02 75.94
C585 585 73.09 70.07 76.09
C586 586 72.94 70.04 75.75
C587 587 73.22 70.06 76.38
C588 588 73.15 70.13 76.02
C589 589 73.18 70.19 76.04
C590 590 72.86 70.04 75.26
C591 591 73.13 70.24 76.07
C592 592 73.06 69.96 75.92
C593 593 73.19 70.28 75.87
C594 594 73.01 69.99 75.94
C595 595 73.07 69.79 76.07
C596 596 73.09 69.89 75.96
C597 597 72.97 69.77 75.89
C598 598 73.21 69.99 76.07
C599 599 72.96 70.01 75.74
C600 600 72.73 69.87 75.19
C601 601 73.14 70.04 76.01
C602 602 73.04 70.11 75.80
C603 603 73.00 70.02 75.60
C604 604 73.04 69.92 75.94
C605 605 73.15 70.11 75.96
C606 606 72.88 70.09 75.19
C607 607 73.27 70.21 75.99
C608 608 73.07 69.97 75.60
C609 609 73.15 70.23 75.99
C610 610 73.01 69.87 75.85
C611 611 73.04 69.96 75.85
C612 612 73.08 70.16 76.02
C613 613 73.07 69.87 75.90
C614 614 73.05 70.16 75.75
C615 615 73.19 69.96 76.16
C616 616 73.04 69.80 76.16
C617 617 73.19 70.26 76.18
C618 618 72.86 69.94 75.43
C619 619 73.22 70.07 76.26
C620 620 73.14 70.11 75.89
C621 621 73.14 70.04 75.92
C622 622 73.07 70.11 76.07
C623 623 72.98 69.94 75.87
C624 624 73.09 70.06 76.13
C625 625 73.27 70.35 76.28
C626 626 73.13 70.13 76.04
C627 627 72.91 69.90 75.80
C628 628 73.00 69.87 75.84
C629 629 73.01 69.87 75.90
C630 630 73.10 69.94 76.09
C631 631 73.11 70.16 75.89
C632 632 73.18 70.11 76.13
C633 633 73.19 70.24 76.14
C634 634 73.09 70.45 75.79
C635 635 73.17 70.01 75.99
C636 636 73.21 70.11 76.19
C637 637 73.06 70.18 75.84
C638 638 73.09 69.99 75.99
C639 639 73.09 70.11 76.01
C640 640 73.22 70.41 75.96
C641 641 73.17 69.90 76.21
C642 642 73.14 70.01 75.96
C643 643 72.99 70.14 75.72
C644 644 73.17 70.02 76.01
C645 645 73.00 69.87 75.84
C646 646 72.94 70.02 75.33
C647 647 73.13 69.97 76.25
C648 648 72.83 69.72 75.84
C649 649 73.21 70.29 76.13
C650 650 73.09 70.06 75.99
C651 651 73.26 70.11 76.26
C652 652 73.08 70.01 75.77
C653 653 73.08 69.89 75.80
C654 654 72.86 69.82 75.46
C655 655 72.90 69.92 75.51
C656 656 73.16 69.94 76.07
C657 657 73.17 70.04 76.28
C658 658 73.16 70.46 75.96
C659 659 72.90 70.06 75.21
C660 660 73.18 69.85 76.11
C661 661 72.96 69.92 75.63
C662 662 73.11 69.94 76.02
C663 663 72.67 69.89 74.94
C664 664 73.00 70.04 76.02
C665 665 72.90 70.11 75.74
C666 666 73.04 70.11 75.87
C667 667 73.10 70.21 75.92
C668 668 73.09 69.94 76.13
C669 669 72.99 69.70 76.06
C670 670 72.78 69.80 75.09
C671 671 73.07 69.94 76.04
C672 672 73.02 69.73 75.96
C673 673 73.20 70.35 76.02
C674 674 73.04 69.61 76.13
C675 675 73.20 70.02 76.21
C676 676 72.76 69.60 75.38
C677 677 73.03 70.06 75.87
C678 678 73.11 69.92 75.87
C679 679 73.12 70.02 76.11
C680 680 73.11 69.97 76.02
C681 681 73.04 70.02 75.75
C682 682 72.90 69.92 75.96
C683 683 72.90 69.89 75.55
C684 684 72.98 69.99 75.62
C685 685 73.18 70.38 75.97
C686 686 72.61 69.89 75.02
C687 687 73.20 70.14 76.18
C688 688 72.91 70.07 75.82
C689 689 73.03 70.02 75.89
C690 690 72.93 69.85 75.48
C691 691 72.75 69.80 75.28
C692 692 73.17 69.90 76.21
C693 693 72.95 70.14 75.67
C694 694 72.99 69.89 75.82
C695 695 73.00 69.79 75.99
C696 696 73.01 69.63 75.99
C697 697 73.05 70.07 75.97
C698 698 72.96 69.99 75.62
C699 699 73.15 70.07 75.96
C700 700 73.11 70.19 75.99
C701 701 72.98 69.87 76.11
C702 702 73.12 70.02 75.96
C703 703 73.00 69.97 75.77
C704 704 73.16 70.19 76.07
C705 705 73.05 70.14 75.80
C706 706 73.15 70.31 75.90
C707 707 73.07 69.85 76.13
C708 708 72.93 69.80 75.85
C709 709 73.04 69.90 76.01
C710 710 72.77 69.99 75.11
C711 711 72.97 69.85 75.97
C712 712 72.96 69.99 75.79
C713 713 73.08 70.33 75.79
C714 714 73.07 70.14 75.79
C715 715 73.15 70.29 75.84
C716 716 73.04 69.96 76.01
C717 717 73.00 70.13 75.80
C718 718 73.04 69.90 75.94
C719 719 72.83 70.06 75.26
C720 720 73.18 69.99 75.97
C721 721 73.13 70.19 76.04
C722 722 72.94 69.80 75.75
C723 723 73.14 69.84 76.13
C724 724 73.21 70.18 76.14
C725 725 72.85 69.94 75.38
C726 726 72.86 69.90 75.62
C727 727 73.00 70.09 75.85
C728 728 72.92 69.75 75.87
C729 729 72.95 69.94 75.87
C730 730 73.13 70.41 75.84
C731 731 73.19 69.99 75.94
C732 732 73.04 69.89 75.94
C733 733 72.98 69.92 75.74
C734 734 72.83 69.82 75.62
C735 735 73.09 70.01 76.11
C736 736 73.04 70.09 75.79
C737 737 73.08 70.07 75.85
C738 738 73.00 70.01 75.75
C739 739 72.94 69.60 76.09
C740 740 72.82 69.68 75.94
C741 741 72.88 69.77 75.67
C742 742 72.91 69.84 75.70
C743 743 73.09 70.13 75.99
C744 744 73.03 69.87 75.96
C745 745 72.97 69.84 75.80
C746 746 73.09 70.06 75.99
C747 747 73.18 70.41 76.07
C748 748 72.99 70.13 75.68
C749 749 72.88 69.79 75.85
C750 750 73.03 69.85 76.02
C751 751 73.18 70.21 76.16
C752 752 73.07 69.89 76.06
C753 753 72.93 69.96 75.68
C754 754 72.92 69.80 75.82
C755 755 72.83 69.85 75.82
C756 756 72.75 69.39 75.67
C757 757 72.90 69.80 75.87
C758 758 72.88 69.75 75.90
C759 759 73.04 69.94 76.09
C760 760 73.01 70.01 75.72
C761 761 72.95 70.23 75.94
C762 762 73.02 70.07 75.77
C763 763 72.58 70.01 74.68
C764 764 73.05 69.72 76.09
C765 765 72.91 69.89 75.79
C766 766 73.05 69.94 75.97
C767 767 73.12 70.16 75.84
C768 768 73.05 70.07 75.87
C769 769 73.12 70.28 75.92
C770 770 73.07 70.04 75.96
C771 771 73.00 69.85 75.74
C772 772 73.05 69.82 76.04
C773 773 73.07 69.94 75.99
C774 774 73.17 70.18 76.07
C775 775 73.06 69.94 75.94
C776 776 73.07 69.94 76.02
C777 777 73.00 69.84 76.02
C778 778 73.05 70.06 75.89
C779 779 72.98 70.38 75.70
C780 780 72.90 69.77 75.65
C781 781 73.08 69.85 76.01
C782 782 73.01 70.01 75.94
C783 783 73.01 70.18 75.90
C784 784 72.87 69.82 75.79
C785 785 73.17 70.35 76.02
C786 786 73.08 70.09 75.89
C787 787 72.88 69.68 75.77
C788 788 72.96 69.97 75.94
C789 789 73.07 69.97 75.94
C790 790 72.95 69.79 75.90
C791 791 73.12 69.96 76.14
C792 792 73.01 69.84 75.80
C793 793 73.16 70.14 76.01
C794 794 72.96 69.92 75.80
C795 795 72.94 69.70 75.85
C796 796 72.94 69.89 75.90
C797 797 73.01 70.04 75.75
C798 798 72.91 69.89 75.60
C799 799 73.05 69.72 75.99
C800 800 73.00 70.01 75.80
C801 801 72.99 69.94 75.89
C802 802 72.90 70.01 75.55
C803 803 72.87 69.84 75.89
C804 804 73.07 69.75 76.16
C805 805 72.92 69.92 75.67
C806 806 73.00 70.01 75.89
C807 807 72.99 70.11 75.97
C808 808 73.02 70.02 75.96
C809 809 72.94 69.85 75.72
C810 810 72.84 69.50 75.77
C811 811 72.91 69.73 75.72
C812 812 73.01 69.75 75.96
C813 813 72.89 69.82 75.57
C814 814 72.92 69.77 75.85
C815 815 73.00 69.94 75.68
C816 816 73.04 69.80 75.96
C817 817 73.03 70.04 76.06
C818 818 72.99 70.04 75.75
C819 819 72.58 69.90 74.58
C820 820 72.90 69.56 75.90
