#COPIER ID MEAN MIN MAX
C0 0 95.00 92 97
C1 1 108.33 97 123
C2 2 92.00 84 98
C3 3 97.33 92 104
C4 4 97.00 80 112
C5 5 106.00 104 110
C6 6 90.67 87 96
C7 7 103.33 92 112
C8 8 97.33 69 112
C9 9 113.00 107 123
