#COPIER ID MEAN MIN MAX
C1064 1064 1.67 0 3
C1065 1065 0.00 0 0
C1066 1066 0.00 0 0
C1067 1067 1.33 0 3
C1068 1068 0.33 0 1
C1069 1069 0.33 0 1
C1070 1070 0.33 0 1
C1071 1071 0.33 0 1
C1072 1072 0.33 0 1
C1073 1073 1.00 0 2
C1074 1074 0.00 0 0
C1075 1075 0.33 0 1
C1076 1076 0.33 0 1
C1077 1077 0.67 0 2
C1078 1078 1.67 0 3
C1079 1079 0.33 0 1
C1080 1080 0.33 0 1
C1081 1081 0.67 0 1
C1082 1082 1.00 0 2
C1083 1083 0.33 0 1
C1084 1084 0.67 0 2
C1085 1085 0.67 0 2
C1086 1086 0.33 0 1
C1087 1087 1.33 1 2
C1088 1088 0.33 0 1
C1089 1089 1.00 0 2
C1090 1090 1.33 0 2
C1091 1091 1.67 1 2
C1092 1092 1.33 0 3
C1093 1093 0.33 0 1
C1094 1094 0.33 0 1
C1095 1095 1.00 0 2
C1096 1096 0.67 0 1
C1097 1097 1.33 0 2
C1098 1098 0.00 0 0
C1099 1099 0.33 0 1
C1100 1100 0.67 0 1
C1101 1101 0.33 0 1
C1102 1102 0.67 0 2
C1103 1103 0.67 0 2
C1104 1104 0.33 0 1
C1105 1105 0.33 0 1
C1106 1106 0.67 0 1
C1107 1107 1.33 0 2
C1108 1108 1.33 1 2
C1109 1109 0.33 0 1
C1110 1110 0.67 0 2
C1111 1111 0.67 0 2
C1112 1112 0.67 0 1
C1113 1113 0.33 0 1
C1114 1114 0.33 0 1
C1115 1115 0.33 0 1
C1116 1116 0.33 0 1
C1117 1117 1.00 0 3
C1118 1118 1.67 0 4
C1119 1119 0.33 0 1
C1120 1120 1.00 0 2
C1121 1121 0.33 0 1
C1122 1122 0.33 0 1
C1123 1123 2.00 1 4
C1124 1124 2.00 0 3
C1125 1125 1.33 1 2
C1126 1126 0.00 0 0
C1127 1127 0.67 0 1
C1128 1128 1.00 1 1
C1129 1129 0.67 0 2
C1130 1130 0.67 0 1
C1131 1131 0.00 0 0
C1132 1132 0.67 0 1
C1133 1133 0.33 0 1
C1134 1134 0.33 0 1
C1135 1135 0.67 0 2
C1136 1136 0.33 0 1
C1137 1137 0.00 0 0
C1138 1138 2.00 0 4
C1139 1139 0.33 0 1
C1140 1140 1.00 0 2
C1141 1141 0.67 0 1
C1142 1142 1.00 0 2
C1143 1143 0.67 0 1
C1144 1144 1.33 0 2
C1145 1145 0.67 0 1
C1146 1146 1.67 0 4
C1147 1147 0.67 0 1
C1148 1148 0.67 0 2
C1149 1149 1.67 0 4
C1150 1150 0.33 0 1
C1151 1151 0.33 0 1
C1152 1152 0.67 0 2
C1153 1153 0.33 0 1
C1154 1154 1.33 1 2
C1155 1155 0.67 0 1
C1156 1156 0.33 0 1
C1157 1157 0.67 0 1
C1158 1158 0.33 0 1
C1159 1159 1.00 0 2
C1160 1160 0.33 0 1
C1161 1161 0.00 0 0
C1162 1162 0.33 0 1
C1163 1163 1.33 1 2
C1164 1164 0.33 0 1
C1165 1165 0.67 0 1
C1166 1166 0.67 0 1
C1167 1167 0.67 0 2
C1168 1168 1.00 0 2
C1169 1169 1.33 0 2
C1170 1170 1.33 0 3
C1171 1171 1.00 0 2
C1172 1172 1.00 0 2
C1173 1173 0.33 0 1
C1174 1174 1.33 0 4
C1175 1175 1.00 0 2
C1176 1176 0.33 0 1
C1177 1177 0.00 0 0
C1178 1178 0.00 0 0
C1179 1179 1.33 1 2
C1180 1180 0.67 0 1
C1181 1181 1.00 0 2
C1182 1182 0.33 0 1
C1183 1183 0.00 0 0
C1184 1184 0.33 0 1
C1185 1185 0.67 0 2
C1186 1186 0.67 0 2
C1187 1187 0.33 0 1
C1188 1188 0.67 0 1
C1189 1189 1.00 0 2
C1190 1190 0.33 0 1
C1191 1191 0.33 0 1
C1192 1192 0.33 0 1
C1193 1193 0.67 0 2
C1194 1194 0.33 0 1
C1195 1195 0.33 0 1
C1196 1196 1.00 0 2
C1197 1197 0.67 0 1
C1198 1198 0.00 0 0
C1199 1199 1.00 0 2
C1200 1200 0.67 0 2
C1201 1201 0.67 0 1
C1202 1202 0.33 0 1
C1203 1203 0.67 0 1
C1204 1204 0.00 0 0
C1205 1205 0.33 0 1
C1206 1206 0.00 0 0
C1207 1207 0.67 0 2
C1208 1208 0.67 0 2
C1209 1209 0.00 0 0
C1210 1210 0.33 0 1
C1211 1211 0.67 0 1
C1212 1212 0.67 0 2
C1213 1213 0.33 0 1
C1214 1214 0.33 0 1
C1215 1215 0.67 0 1
C1216 1216 1.00 0 3
C1217 1217 0.33 0 1
C1218 1218 1.00 1 1
C1219 1219 0.33 0 1
C1220 1220 0.00 0 0
C1221 1221 1.00 0 2
C1222 1222 1.00 0 3
C1223 1223 0.00 0 0
C1224 1224 1.00 0 2
C1225 1225 0.00 0 0
C1226 1226 0.00 0 0
C1227 1227 0.67 0 1
C1228 1228 0.67 0 1
C1229 1229 0.00 0 0
C1230 1230 1.00 0 3
C1231 1231 0.67 0 1
C1232 1232 1.33 0 3
C1233 1233 0.33 0 1
C1234 1234 0.67 0 1
C1235 1235 0.00 0 0
C1236 1236 1.33 0 2
C1237 1237 1.00 0 2
C1238 1238 0.33 0 1
C1239 1239 0.00 0 0
C1240 1240 0.67 0 1
C1241 1241 1.00 0 2
C1242 1242 0.33 0 1
C1243 1243 0.33 0 1
C1244 1244 0.33 0 1
C1245 1245 0.67 0 1
C1246 1246 1.00 0 2
C1247 1247 1.00 1 1
C1248 1248 1.00 0 2
C1249 1249 1.00 0 3
C1250 1250 0.67 0 2
C1251 1251 0.67 0 1
C1252 1252 0.00 0 0
C1253 1253 0.67 0 1
C1254 1254 0.33 0 1
C1255 1255 0.33 0 1
C1256 1256 0.00 0 0
C1257 1257 1.67 1 3
C1258 1258 0.33 0 1
C1259 1259 0.67 0 2
C1260 1260 0.00 0 0
C1261 1261 0.67 0 2
C1262 1262 0.67 0 2
C1263 1263 0.33 0 1
C1264 1264 0.33 0 1
C1265 1265 0.33 0 1
C1266 1266 0.33 0 1
C1267 1267 0.67 0 2
C1268 1268 0.00 0 0
C1269 1269 0.33 0 1
C1270 1270 1.00 0 2
C1271 1271 0.67 0 1
C1272 1272 0.33 0 1
C1273 1273 1.33 1 2
C1274 1274 1.33 0 2
C1275 1275 1.00 1 1
C1276 1276 0.33 0 1
C1277 1277 0.00 0 0
C1278 1278 0.33 0 1
C1279 1279 1.67 1 2
C1280 1280 0.33 0 1
C1281 1281 1.33 1 2
C1282 1282 0.00 0 0
C1283 1283 1.00 1 1
C1284 1284 1.33 1 2
C1285 1285 1.00 1 1
C1286 1286 0.33 0 1
C1287 1287 0.67 0 2
C1288 1288 0.33 0 1
C1289 1289 1.33 0 4
C1290 1290 0.33 0 1
C1291 1291 0.67 0 1
C1292 1292 0.67 0 2
C1293 1293 0.00 0 0
C1294 1294 1.33 1 2
C1295 1295 0.33 0 1
C1296 1296 0.67 0 1
C1297 1297 0.33 0 1
C1298 1298 0.00 0 0
C1299 1299 0.67 0 2
C1300 1300 1.00 1 1
C1301 1301 1.00 0 2
C1302 1302 0.67 0 1
C1303 1303 0.67 0 1
C1304 1304 0.33 0 1
C1305 1305 0.33 0 1
C1306 1306 1.00 0 2
C1307 1307 0.33 0 1
C1308 1308 0.00 0 0
C1309 1309 0.67 0 2
C1310 1310 0.67 0 1
C1311 1311 0.67 0 1
C1312 1312 0.00 0 0
C1313 1313 0.67 0 2
C1314 1314 1.00 0 2
C1315 1315 0.67 0 1
C1316 1316 0.33 0 1
C1317 1317 1.00 1 1
C1318 1318 0.00 0 0
C1319 1319 2.00 1 3
C1320 1320 0.33 0 1
C1321 1321 0.67 0 2
C1322 1322 1.00 0 2
C1323 1323 0.00 0 0
C1324 1324 0.67 0 1
C1325 1325 0.33 0 1
C1326 1326 1.33 0 3
C1327 1327 1.67 0 4
C1328 1328 0.67 0 1
C1329 1329 0.00 0 0
C1330 1330 1.33 1 2
C1331 1331 1.00 0 3
C1332 1332 0.00 0 0
C1333 1333 0.67 0 1
C1334 1334 1.33 1 2
C1335 1335 0.33 0 1
C1336 1336 0.67 0 1
C1337 1337 0.33 0 1
C1338 1338 1.00 0 2
C1339 1339 0.33 0 1
C1340 1340 0.33 0 1
C1341 1341 0.33 0 1
C1342 1342 0.67 0 1
C1343 1343 1.00 0 2
C1344 1344 0.67 0 1
C1345 1345 1.67 1 3
C1346 1346 0.00 0 0
C1347 1347 1.00 0 2
C1348 1348 0.33 0 1
C1349 1349 0.67 0 2
C1350 1350 0.67 0 1
C1351 1351 0.67 0 1
C1352 1352 0.33 0 1
C1353 1353 0.67 0 1
C1354 1354 0.33 0 1
C1355 1355 0.33 0 1
C1356 1356 0.67 0 2
C1357 1357 1.00 0 2
C1358 1358 0.33 0 1
C1359 1359 1.00 0 2
C1360 1360 0.67 0 1
C1361 1361 0.00 0 0
C1362 1362 0.33 0 1
C1363 1363 0.33 0 1
C1364 1364 0.33 0 1
C1365 1365 0.00 0 0
C1366 1366 1.00 0 3
C1367 1367 1.00 0 2
C1368 1368 0.67 0 1
C1369 1369 1.33 0 3
C1370 1370 1.33 1 2
C1371 1371 0.33 0 1
C1372 1372 0.67 0 2
C1373 1373 1.00 0 2
C1374 1374 0.33 0 1
C1375 1375 0.33 0 1
C1376 1376 0.33 0 1
C1377 1377 0.67 0 1
C1378 1378 0.33 0 1
C1379 1379 0.33 0 1
C1380 1380 0.00 0 0
C1381 1381 0.00 0 0
C1382 1382 1.33 1 2
C1383 1383 0.67 0 2
C1384 1384 0.33 0 1
C1385 1385 0.00 0 0
C1386 1386 0.33 0 1
C1387 1387 0.33 0 1
C1388 1388 1.00 0 2
C1389 1389 1.00 0 2
C1390 1390 0.33 0 1
C1391 1391 1.33 0 2
C1392 1392 1.33 0 3
C1393 1393 0.67 0 2
C1394 1394 0.33 0 1
C1395 1395 0.00 0 0
C1396 1396 0.67 0 2
C1397 1397 1.67 0 3
C1398 1398 1.00 0 2
C1399 1399 0.00 0 0
Overall -1 0.71 0 7
