#COPIER ID MEAN MIN MAX
C107 107 0.33 0 1
C108 108 2.67 0 5
C109 109 0.33 0 1
C110 110 1.00 0 2
C111 111 0.33 0 1
C112 112 1.33 0 3
C113 113 0.00 0 0
C114 114 1.33 0 2
C115 115 0.67 0 1
C116 116 0.67 0 1
C117 117 0.67 0 1
C118 118 0.33 0 1
C119 119 1.33 0 3
C120 120 0.00 0 0
C121 121 1.33 0 4
C122 122 0.00 0 0
C123 123 0.33 0 1
C124 124 1.00 0 2
C125 125 1.33 1 2
C126 126 0.00 0 0
C127 127 1.33 0 4
C128 128 2.00 1 3
C129 129 1.00 0 3
C130 130 1.33 0 2
C131 131 0.67 0 1
C132 132 1.00 1 1
C133 133 0.33 0 1
C134 134 0.67 0 2
C135 135 0.67 0 1
C136 136 0.33 0 1
C137 137 0.67 0 1
C138 138 0.33 0 1
C139 139 1.00 1 1
C140 140 0.67 0 2
C141 141 0.67 0 1
C142 142 0.67 0 1
C143 143 0.00 0 0
C144 144 0.67 0 1
C145 145 0.00 0 0
C146 146 0.00 0 0
C147 147 0.67 0 2
C148 148 1.33 0 3
C149 149 1.00 0 2
C150 150 1.33 1 2
C151 151 1.67 1 3
C152 152 0.67 0 1
C153 153 1.00 0 2
C154 154 0.00 0 0
C155 155 0.67 0 1
C156 156 0.67 0 1
C157 157 0.33 0 1
C158 158 0.67 0 1
C159 159 1.00 0 2
C160 160 1.00 0 2
C161 161 0.67 0 2
C162 162 0.33 0 1
C163 163 0.67 0 1
C164 164 0.67 0 1
C165 165 1.33 0 3
C166 166 1.00 0 2
C167 167 0.67 0 2
C168 168 1.00 0 3
C169 169 0.33 0 1
C170 170 1.00 0 2
C171 171 0.67 0 2
C172 172 0.67 0 1
C173 173 0.67 0 1
C174 174 0.67 0 1
C175 175 0.33 0 1
C176 176 0.67 0 1
C177 177 0.67 0 1
C178 178 1.00 0 2
C179 179 0.67 0 1
C180 180 0.33 0 1
C181 181 0.00 0 0
C182 182 1.00 0 2
C183 183 1.33 0 3
C184 184 0.67 0 2
C185 185 1.67 0 4
C186 186 1.00 0 2
C187 187 0.67 0 2
C188 188 0.67 0 1
C189 189 0.33 0 1
C190 190 1.33 1 2
C191 191 0.00 0 0
C192 192 0.33 0 1
C193 193 2.00 2 2
C194 194 0.00 0 0
C195 195 0.00 0 0
C196 196 0.33 0 1
C197 197 0.33 0 1
C198 198 0.67 0 1
C199 199 1.67 1 2
C200 200 0.00 0 0
C201 201 0.67 0 1
C202 202 0.00 0 0
C203 203 0.67 0 1
C204 204 0.33 0 1
C205 205 0.67 0 1
C206 206 1.00 0 2
C207 207 0.33 0 1
C208 208 1.00 1 1
C209 209 1.33 0 3
C210 210 1.00 0 2
C211 211 1.00 0 2
C212 212 0.33 0 1
C213 213 1.00 0 2
C214 214 1.00 0 2
C215 215 1.33 1 2
C216 216 0.67 0 1
C217 217 0.67 0 1
C218 218 0.33 0 1
C219 219 1.00 0 2
C220 220 0.33 0 1
C221 221 0.67 0 2
C222 222 0.33 0 1
C223 223 1.33 0 3
C224 224 0.67 0 1
C225 225 0.00 0 0
C226 226 1.00 0 2
C227 227 0.33 0 1
C228 228 0.67 0 1
C229 229 1.67 0 3
C230 230 0.00 0 0
C231 231 0.67 0 2
C232 232 1.67 1 2
C233 233 1.33 1 2
C234 234 1.67 1 3
C235 235 1.33 1 2
C236 236 0.67 0 1
C237 237 1.00 0 2
C238 238 1.00 0 2
C239 239 0.33 0 1
C240 240 0.33 0 1
C241 241 1.33 0 3
C242 242 0.33 0 1
C243 243 1.00 0 2
C244 244 0.67 0 1
C245 245 0.67 0 1
C246 246 0.00 0 0
C247 247 0.33 0 1
C248 248 0.67 0 2
C249 249 0.67 0 1
C250 250 0.67 0 1
C251 251 1.00 0 2
C252 252 0.33 0 1
C253 253 0.00 0 0
C254 254 1.67 1 2
C255 255 1.00 1 1
C256 256 1.00 0 3
C257 257 0.67 0 2
C258 258 1.00 0 2
C259 259 1.00 0 2
C260 260 0.67 0 2
C261 261 0.67 0 1
C262 262 0.67 0 1
C263 263 1.00 1 1
C264 264 0.33 0 1
C265 265 1.33 1 2
C266 266 0.67 0 1
C267 267 0.33 0 1
C268 268 0.67 0 1
C269 269 1.00 0 2
C270 270 1.67 1 3
C271 271 1.00 0 2
C272 272 1.00 0 2
C273 273 0.00 0 0
C274 274 1.67 0 4
C275 275 1.00 0 2
C276 276 0.33 0 1
C277 277 0.67 0 1
C278 278 1.00 0 2
C279 279 1.67 0 4
C280 280 0.33 0 1
C281 281 0.33 0 1
C282 282 0.67 0 1
C283 283 1.00 1 1
C284 284 0.67 0 1
C285 285 1.00 0 2
C286 286 1.33 0 4
C287 287 0.33 0 1
C288 288 0.67 0 1
C289 289 1.33 0 3
C290 290 1.33 1 2
C291 291 0.67 0 1
C292 292 1.33 0 3
C293 293 0.33 0 1
C294 294 0.67 0 2
C295 295 0.00 0 0
C296 296 0.67 0 1
C297 297 0.67 0 2
C298 298 0.33 0 1
C299 299 1.33 0 2
C300 300 0.67 0 1
C301 301 1.33 0 4
C302 302 0.33 0 1
C303 303 1.00 0 2
C304 304 1.00 1 1
C305 305 0.33 0 1
C306 306 1.00 0 2
C307 307 0.67 0 1
C308 308 1.00 1 1
C309 309 1.00 0 2
C310 310 0.67 0 2
C311 311 0.67 0 1
C312 312 2.00 1 4
C313 313 0.00 0 0
C314 314 2.00 0 4
C315 315 0.00 0 0
C316 316 2.67 1 6
C317 317 1.33 1 2
C318 318 2.33 1 4
C319 319 1.33 1 2
C320 320 1.00 0 2
C321 321 0.67 0 2
C322 322 1.00 0 2
C323 323 0.00 0 0
C324 324 0.67 0 1
C325 325 0.33 0 1
C326 326 0.67 0 2
C327 327 0.67 0 1
C328 328 0.67 0 2
C329 329 2.00 1 3
C330 330 1.33 1 2
C331 331 0.67 0 1
C332 332 0.33 0 1
C333 333 0.33 0 1
C334 334 1.33 0 3
C335 335 2.00 0 3
C336 336 0.67 0 1
C337 337 0.00 0 0
C338 338 1.00 1 1
C339 339 0.67 0 2
C340 340 0.00 0 0
C341 341 0.00 0 0
C342 342 1.67 1 2
C343 343 1.00 0 2
C344 344 0.33 0 1
C345 345 0.33 0 1
C346 346 1.00 1 1
C347 347 0.67 0 2
C348 348 0.67 0 2
C349 349 1.00 0 3
C350 350 2.67 1 5
C351 351 0.00 0 0
C352 352 0.67 0 2
C353 353 2.33 1 5
C354 354 1.00 0 2
C355 355 0.33 0 1
C356 356 0.67 0 2
C357 357 0.00 0 0
C358 358 0.00 0 0
C359 359 1.00 0 2
C360 360 1.33 0 4
C361 361 1.33 0 3
C362 362 1.00 0 2
C363 363 1.33 0 3
C364 364 0.67 0 1
C365 365 0.67 0 1
C366 366 1.00 0 2
C367 367 0.67 0 1
C368 368 0.33 0 1
C369 369 0.67 0 1
C370 370 1.67 0 3
C371 371 1.00 1 1
C372 372 0.67 0 2
C373 373 0.67 0 2
C374 374 0.33 0 1
C375 375 0.67 0 1
C376 376 0.33 0 1
C377 377 1.00 0 2
C378 378 1.33 0 2
C379 379 1.00 0 3
C380 380 1.00 0 2
C381 381 2.00 0 5
C382 382 0.67 0 2
C383 383 0.33 0 1
C384 384 0.67 0 1
C385 385 2.67 0 6
C386 386 0.33 0 1
C387 387 1.00 0 2
C388 388 0.00 0 0
C389 389 0.33 0 1
C390 390 2.00 1 3
C391 391 0.67 0 2
C392 392 0.00 0 0
C393 393 1.33 1 2
C394 394 0.00 0 0
C395 395 0.33 0 1
C396 396 0.33 0 1
C397 397 1.00 0 2
C398 398 1.33 1 2
C399 399 1.00 0 2
C400 400 0.67 0 2
C401 401 1.67 0 5
C402 402 0.33 0 1
C403 403 0.33 0 1
C404 404 1.33 1 2
C405 405 0.33 0 1
C406 406 1.00 0 3
C407 407 0.67 0 1
C408 408 0.00 0 0
C409 409 1.33 0 2
C410 410 0.33 0 1
C411 411 1.33 0 2
C412 412 0.00 0 0
C413 413 0.67 0 2
C414 414 0.67 0 2
C415 415 1.00 0 2
C416 416 0.33 0 1
C417 417 1.67 1 3
C418 418 0.67 0 2
C419 419 1.00 0 3
C420 420 0.33 0 1
C421 421 1.33 0 2
C422 422 0.33 0 1
C423 423 1.67 1 2
C424 424 0.67 0 1
C425 425 1.00 0 2
C426 426 1.33 1 2
C427 427 2.33 1 4
C428 428 0.00 0 0
C429 429 0.67 0 1
C430 430 0.33 0 1
C431 431 0.67 0 1
C432 432 1.33 0 4
C433 433 1.00 0 2
C434 434 0.33 0 1
C435 435 0.33 0 1
C436 436 0.67 0 2
C437 437 1.00 0 2
C438 438 0.67 0 2
C439 439 1.00 0 3
C440 440 0.33 0 1
C441 441 1.00 1 1
C442 442 0.67 0 1
C443 443 0.67 0 1
C444 444 1.33 0 3
C445 445 1.00 1 1
C446 446 1.33 1 2
C447 447 1.33 0 3
C448 448 2.00 1 3
C449 449 1.00 0 2
C450 450 1.00 0 2
C451 451 0.33 0 1
C452 452 0.33 0 1
C453 453 1.33 0 3
C454 454 1.00 0 2
C455 455 1.33 1 2
C456 456 0.33 0 1
C457 457 1.33 0 3
C458 458 1.00 1 1
C459 459 0.67 0 1
C460 460 0.33 0 1
C461 461 0.33 0 1
C462 462 0.33 0 1
C463 463 0.00 0 0
C464 464 1.33 0 3
C465 465 1.33 0 3
C466 466 1.00 0 2
C467 467 1.67 1 2
C468 468 0.33 0 1
C469 469 1.00 0 2
C470 470 1.33 0 2
C471 471 1.33 1 2
C472 472 0.67 0 1
C473 473 1.00 0 2
C474 474 0.00 0 0
C475 475 0.67 0 1
C476 476 0.67 0 1
C477 477 0.00 0 0
C478 478 1.00 0 2
C479 479 1.00 0 2
C480 480 0.33 0 1
C481 481 1.33 1 2
C482 482 0.33 0 1
C483 483 0.00 0 0
C484 484 0.67 0 1
C485 485 0.67 0 2
C486 486 0.33 0 1
C487 487 0.33 0 1
C488 488 1.67 1 3
C489 489 1.33 1 2
C490 490 0.67 0 2
C491 491 0.00 0 0
C492 492 1.00 0 2
C493 493 0.33 0 1
C494 494 0.67 0 1
C495 495 0.67 0 2
C496 496 0.33 0 1
C497 497 0.33 0 1
C498 498 0.67 0 2
C499 499 1.00 0 2
C500 500 0.67 0 1
C501 501 1.00 0 2
C502 502 1.00 0 2
C503 503 0.67 0 1
C504 504 0.33 0 1
C505 505 0.67 0 1
C506 506 1.00 0 3
C507 507 1.33 1 2
C508 508 1.67 1 3
C509 509 1.00 0 2
C510 510 1.00 0 2
C511 511 0.33 0 1
C512 512 1.33 0 3
C513 513 0.67 0 1
C514 514 0.67 0 1
C515 515 0.33 0 1
C516 516 0.67 0 2
C517 517 0.33 0 1
C518 518 0.33 0 1
C519 519 0.67 0 2
C520 520 0.33 0 1
C521 521 0.33 0 1
C522 522 1.00 0 2
C523 523 0.67 0 1
C524 524 0.67 0 1
C525 525 0.67 0 2
C526 526 0.67 0 1
C527 527 0.33 0 1
C528 528 0.67 0 2
C529 529 1.00 0 3
C530 530 1.33 1 2
C531 531 0.67 0 1
C532 532 0.33 0 1
C533 533 0.67 0 2
C534 534 1.00 0 2
C535 535 1.00 1 1
C536 536 0.00 0 0
C537 537 0.67 0 1
C538 538 1.00 0 2
C539 539 0.67 0 2
C540 540 0.33 0 1
C541 541 1.33 1 2
C542 542 0.33 0 1
C543 543 0.67 0 1
C544 544 0.33 0 1
C545 545 1.33 0 3
C546 546 1.00 0 2
C547 547 0.33 0 1
C548 548 1.33 0 3
C549 549 0.67 0 1
C550 550 0.33 0 1
C551 551 0.00 0 0
C552 552 1.33 1 2
C553 553 0.67 0 1
C554 554 0.67 0 2
C555 555 0.67 0 1
C556 556 1.00 0 2
C557 557 0.67 0 2
C558 558 1.00 0 2
C559 559 0.33 0 1
C560 560 0.67 0 1
C561 561 0.33 0 1
C562 562 0.00 0 0
C563 563 0.00 0 0
C564 564 1.67 0 3
C565 565 0.00 0 0
C566 566 0.67 0 1
C567 567 1.00 0 2
C568 568 0.67 0 2
C569 569 0.67 0 1
C570 570 0.67 0 1
C571 571 1.67 0 4
C572 572 1.00 0 2
C573 573 0.33 0 1
C574 574 0.67 0 2
C575 575 0.33 0 1
C576 576 0.33 0 1
C577 577 0.67 0 1
C578 578 0.00 0 0
C579 579 0.33 0 1
C580 580 0.00 0 0
C581 581 0.33 0 1
C582 582 2.00 2 2
C583 583 1.00 0 2
C584 584 0.33 0 1
C585 585 0.33 0 1
C586 586 0.33 0 1
C587 587 0.00 0 0
C588 588 0.33 0 1
C589 589 0.67 0 2
C590 590 1.00 0 3
C591 591 0.67 0 1
C592 592 1.67 0 3
C593 593 0.33 0 1
C594 594 0.00 0 0
C595 595 1.00 0 3
C596 596 0.33 0 1
C597 597 1.00 0 2
C598 598 0.00 0 0
C599 599 0.33 0 1
C600 600 0.67 0 2
C601 601 0.33 0 1
C602 602 0.33 0 1
C603 603 0.33 0 1
C604 604 0.33 0 1
C605 605 0.33 0 1
C606 606 0.00 0 0
C607 607 0.00 0 0
C608 608 0.33 0 1
C609 609 0.33 0 1
C610 610 0.67 0 2
C611 611 0.67 0 1
C612 612 0.00 0 0
C613 613 0.00 0 0
C614 614 0.33 0 1
C615 615 0.67 0 2
C616 616 1.33 1 2
C617 617 0.33 0 1
C618 618 0.67 0 1
C619 619 0.67 0 1
C620 620 0.00 0 0
C621 621 0.00 0 0
C622 622 0.33 0 1
C623 623 0.67 0 1
C624 624 0.33 0 1
C625 625 0.00 0 0
C626 626 1.33 1 2
C627 627 1.00 0 2
C628 628 1.00 1 1
C629 629 0.33 0 1
C630 630 0.67 0 1
C631 631 0.33 0 1
C632 632 1.00 0 2
C633 633 0.33 0 1
C634 634 0.33 0 1
C635 635 1.00 0 2
C636 636 0.67 0 1
C637 637 2.00 2 2
C638 638 0.67 0 1
C639 639 0.00 0 0
C640 640 0.00 0 0
C641 641 1.67 1 3
C642 642 0.00 0 0
C643 643 0.67 0 2
C644 644 0.67 0 1
C645 645 0.67 0 1
C646 646 0.00 0 0
C647 647 0.67 0 1
C648 648 0.33 0 1
C649 649 0.00 0 0
C650 650 0.33 0 1
C651 651 0.67 0 2
C652 652 0.67 0 1
C653 653 1.33 0 3
C654 654 1.00 0 2
C655 655 0.67 0 1
C656 656 0.00 0 0
C657 657 1.00 0 2
C658 658 0.33 0 1
C659 659 0.33 0 1
C660 660 0.67 0 1
C661 661 1.33 0 3
C662 662 0.67 0 1
C663 663 0.67 0 2
C664 664 0.67 0 1
C665 665 1.67 1 3
C666 666 0.67 0 2
C667 667 0.33 0 1
C668 668 1.00 0 2
C669 669 1.00 0 2
C670 670 0.33 0 1
C671 671 0.67 0 2
C672 672 1.00 0 2
C673 673 0.67 0 1
C674 674 1.00 0 3
C675 675 0.67 0 2
C676 676 2.00 1 3
C677 677 2.00 1 3
C678 678 0.33 0 1
C679 679 0.67 0 1
C680 680 0.00 0 0
C681 681 0.33 0 1
C682 682 0.33 0 1
C683 683 1.33 0 2
C684 684 0.33 0 1
C685 685 0.67 0 2
C686 686 1.00 0 2
C687 687 0.67 0 2
C688 688 0.67 0 1
C689 689 1.67 0 4
C690 690 0.67 0 1
C691 691 1.33 0 3
C692 692 0.00 0 0
C693 693 1.00 0 2
C694 694 0.67 0 1
C695 695 1.00 0 2
C696 696 1.33 0 4
C697 697 0.33 0 1
C698 698 1.67 0 4
C699 699 0.67 0 2
C700 700 0.33 0 1
C701 701 1.67 1 2
C702 702 0.33 0 1
C703 703 1.33 1 2
C704 704 0.33 0 1
C705 705 0.00 0 0
C706 706 0.33 0 1
C707 707 0.33 0 1
C708 708 2.00 1 3
C709 709 1.00 0 3
C710 710 1.67 1 3
C711 711 1.00 0 2
C712 712 0.33 0 1
C713 713 0.67 0 1
C714 714 1.00 0 2
C715 715 0.67 0 1
C716 716 1.00 1 1
C717 717 0.33 0 1
C718 718 0.67 0 1
C719 719 0.67 0 1
C720 720 1.67 0 3
C721 721 1.00 0 2
C722 722 1.67 1 3
C723 723 0.00 0 0
C724 724 0.33 0 1
C725 725 0.67 0 1
C726 726 0.33 0 1
C727 727 0.67 0 1
C728 728 0.33 0 1
C729 729 0.33 0 1
C730 730 0.33 0 1
C731 731 0.67 0 2
C732 732 0.33 0 1
C733 733 1.33 1 2
C734 734 1.33 0 3
C735 735 0.33 0 1
C736 736 0.67 0 1
C737 737 0.33 0 1
C738 738 0.67 0 2
C739 739 0.67 0 2
C740 740 1.33 1 2
C741 741 0.33 0 1
C742 742 0.67 0 2
C743 743 0.33 0 1
C744 744 0.33 0 1
C745 745 1.00 0 2
C746 746 1.00 0 2
C747 747 1.00 0 2
C748 748 0.33 0 1
C749 749 1.00 0 2
C750 750 0.67 0 2
C751 751 1.67 0 3
C752 752 1.33 0 3
C753 753 1.33 1 2
C754 754 0.33 0 1
C755 755 0.33 0 1
C756 756 1.00 0 3
C757 757 0.33 0 1
C758 758 1.67 1 2
C759 759 1.33 0 3
C760 760 0.00 0 0
C761 761 1.00 0 3
C762 762 0.33 0 1
C763 763 1.67 1 2
C764 764 0.67 0 2
C765 765 0.67 0 1
C766 766 0.00 0 0
C767 767 0.33 0 1
C768 768 1.67 1 3
C769 769 0.67 0 1
C770 770 0.67 0 1
C771 771 0.67 0 2
C772 772 0.33 0 1
C773 773 0.33 0 1
C774 774 0.00 0 0
C775 775 0.33 0 1
C776 776 0.33 0 1
C777 777 1.00 0 2
C778 778 0.33 0 1
C779 779 0.67 0 1
C780 780 0.67 0 1
C781 781 0.67 0 2
C782 782 0.67 0 2
C783 783 0.33 0 1
C784 784 1.33 0 3
C785 785 0.33 0 1
C786 786 1.00 1 1
C787 787 1.33 1 2
C788 788 1.67 0 3
C789 789 1.33 1 2
C790 790 0.00 0 0
C791 791 1.00 0 2
C792 792 0.00 0 0
C793 793 1.33 1 2
C794 794 0.33 0 1
C795 795 0.00 0 0
C796 796 1.00 0 2
C797 797 0.00 0 0
C798 798 0.00 0 0
C799 799 0.67 0 1
C800 800 0.33 0 1
C801 801 2.00 0 4
C802 802 0.33 0 1
C803 803 0.33 0 1
C804 804 0.00 0 0
C805 805 0.67 0 1
C806 806 0.33 0 1
C807 807 0.00 0 0
C808 808 0.33 0 1
C809 809 0.00 0 0
C810 810 0.33 0 1
C811 811 0.33 0 1
C812 812 0.33 0 1
C813 813 0.00 0 0
C814 814 0.67 0 1
C815 815 1.00 1 1
C816 816 1.67 1 2
C817 817 0.67 0 2
C818 818 1.00 1 1
C819 819 1.67 1 2
C820 820 0.33 0 1
C821 821 1.00 0 2
C822 822 1.00 0 2
C823 823 1.33 1 2
C824 824 0.33 0 1
C825 825 0.00 0 0
C826 826 0.00 0 0
C827 827 0.67 0 1
C828 828 1.33 1 2
C829 829 2.00 2 2
C830 830 0.00 0 0
C831 831 1.00 0 2
C832 832 0.67 0 2
C833 833 0.67 0 2
C834 834 1.00 0 2
C835 835 0.33 0 1
C836 836 2.00 2 2
C837 837 0.67 0 1
C838 838 0.67 0 2
C839 839 0.00 0 0
C840 840 0.33 0 1
C841 841 0.00 0 0
C842 842 0.67 0 1
C843 843 0.33 0 1
C844 844 0.67 0 1
C845 845 1.00 0 2
C846 846 0.33 0 1
C847 847 1.33 1 2
C848 848 1.00 0 2
C849 849 0.33 0 1
C850 850 1.00 0 2
C851 851 1.00 0 2
C852 852 1.00 1 1
C853 853 1.00 0 2
C854 854 0.67 0 2
C855 855 1.00 0 2
C856 856 0.33 0 1
C857 857 0.67 0 2
C858 858 1.00 0 2
C859 859 0.67 0 1
C860 860 1.00 1 1
C861 861 0.33 0 1
C862 862 0.00 0 0
C863 863 1.00 0 2
C864 864 1.67 0 3
C865 865 0.67 0 1
C866 866 0.67 0 1
C867 867 0.67 0 1
C868 868 1.00 0 2
C869 869 1.00 0 2
C870 870 1.00 0 2
C871 871 1.00 0 2
C872 872 1.67 0 3
C873 873 0.33 0 1
C874 874 0.67 0 2
C875 875 0.33 0 1
C876 876 2.33 1 4
C877 877 1.00 0 2
C878 878 1.33 1 2
C879 879 0.67 0 1
C880 880 0.33 0 1
C881 881 1.67 1 2
C882 882 1.00 0 3
C883 883 0.67 0 1
C884 884 1.33 0 3
C885 885 1.00 0 2
C886 886 0.00 0 0
C887 887 0.00 0 0
C888 888 0.33 0 1
C889 889 0.67 0 1
C890 890 0.33 0 1
C891 891 0.67 0 1
C892 892 1.00 0 3
C893 893 0.67 0 1
C894 894 0.33 0 1
C895 895 1.33 1 2
C896 896 0.00 0 0
C897 897 0.33 0 1
C898 898 1.00 0 2
C899 899 1.67 1 2
C900 900 1.00 0 2
C901 901 0.33 0 1
C902 902 0.67 0 1
C903 903 0.67 0 2
C904 904 0.67 0 2
C905 905 0.67 0 2
C906 906 0.33 0 1
C907 907 0.00 0 0
C908 908 0.67 0 1
C909 909 1.33 0 3
C910 910 0.33 0 1
C911 911 1.00 1 1
C912 912 0.33 0 1
C913 913 0.33 0 1
C914 914 0.33 0 1
C915 915 1.00 0 2
C916 916 0.00 0 0
C917 917 1.00 0 3
C918 918 1.00 1 1
C919 919 0.67 0 2
C920 920 0.00 0 0
C921 921 0.00 0 0
C922 922 0.67 0 1
C923 923 0.00 0 0
C924 924 0.33 0 1
C925 925 0.67 0 1
C926 926 0.33 0 1
C927 927 0.00 0 0
C928 928 0.00 0 0
C929 929 0.00 0 0
C930 930 0.00 0 0
C931 931 0.33 0 1
C932 932 1.33 1 2
C933 933 0.33 0 1
C934 934 0.00 0 0
C935 935 1.00 0 2
C936 936 0.00 0 0
C937 937 0.00 0 0
C938 938 0.67 0 1
C939 939 0.33 0 1
C940 940 0.33 0 1
C941 941 0.67 0 2
C942 942 0.67 0 1
C943 943 0.00 0 0
C944 944 1.00 0 2
C945 945 1.00 0 2
C946 946 1.00 0 3
C947 947 0.67 0 1
C948 948 0.67 0 2
C949 949 1.00 0 2
C950 950 0.67 0 2
C951 951 1.00 0 3
C952 952 0.00 0 0
C953 953 0.00 0 0
C954 954 1.00 0 2
C955 955 1.67 1 3
C956 956 0.67 0 2
C957 957 0.33 0 1
C958 958 0.00 0 0
C959 959 0.33 0 1
C960 960 1.33 0 3
C961 961 0.00 0 0
C962 962 0.33 0 1
C963 963 1.33 1 2
C964 964 0.67 0 2
C965 965 1.33 0 3
C966 966 0.67 0 1
C967 967 0.00 0 0
C968 968 1.33 0 2
C969 969 1.00 1 1
C970 970 0.67 0 1
C971 971 1.00 0 2
C972 972 1.00 0 2
C973 973 0.67 0 2
C974 974 1.00 0 2
C975 975 0.33 0 1
C976 976 0.33 0 1
C977 977 0.00 0 0
C978 978 1.00 0 2
C979 979 1.33 0 4
C980 980 1.00 0 3
C981 981 0.67 0 1
C982 982 0.33 0 1
C983 983 0.33 0 1
C984 984 0.67 0 1
C985 985 0.33 0 1
C986 986 0.67 0 2
C987 987 1.00 0 2
C988 988 1.00 0 2
C989 989 1.00 0 2
C990 990 1.00 0 2
C991 991 0.33 0 1
C992 992 1.00 0 2
C993 993 1.33 1 2
C994 994 1.33 1 2
C995 995 0.00 0 0
C996 996 0.67 0 1
C997 997 0.67 0 1
C998 998 0.67 0 1
C999 999 0.67 0 1
C1000 1000 0.67 0 1
C1001 1001 0.33 0 1
C1002 1002 0.33 0 1
C1003 1003 1.67 1 2
C1004 1004 0.67 0 2
C1005 1005 0.00 0 0
C1006 1006 0.67 0 1
C1007 1007 0.67 0 2
C1008 1008 0.33 0 1
C1009 1009 0.67 0 2
C1010 1010 1.00 0 2
C1011 1011 0.33 0 1
C1012 1012 0.33 0 1
C1013 1013 1.00 0 2
C1014 1014 1.00 0 2
C1015 1015 0.33 0 1
C1016 1016 1.67 0 4
C1017 1017 1.00 0 2
C1018 1018 1.33 0 2
C1019 1019 0.00 0 0
C1020 1020 0.67 0 1
C1021 1021 1.00 0 2
C1022 1022 0.67 0 1
C1023 1023 0.33 0 1
C1024 1024 1.33 1 2
C1025 1025 0.33 0 1
C1026 1026 0.67 0 2
C1027 1027 0.67 0 1
C1028 1028 0.67 0 2
C1029 1029 0.33 0 1
C1030 1030 0.33 0 1
C1031 1031 1.67 1 2
C1032 1032 0.67 0 1
C1033 1033 0.67 0 1
C1034 1034 0.33 0 1
C1035 1035 0.67 0 1
C1036 1036 0.67 0 2
C1037 1037 0.00 0 0
C1038 1038 0.67 0 1
C1039 1039 1.33 0 2
C1040 1040 0.33 0 1
C1041 1041 0.67 0 1
C1042 1042 0.67 0 1
C1043 1043 1.00 0 2
C1044 1044 1.67 1 2
C1045 1045 0.33 0 1
C1046 1046 1.00 0 2
C1047 1047 1.00 0 2
C1048 1048 0.67 0 1
C1049 1049 0.00 0 0
C1050 1050 0.67 0 2
C1051 1051 0.00 0 0
C1052 1052 0.33 0 1
C1053 1053 0.33 0 1
C1054 1054 1.33 0 3
C1055 1055 0.00 0 0
C1056 1056 1.00 0 3
C1057 1057 1.67 0 3
C1058 1058 1.33 0 3
C1059 1059 0.00 0 0
C1060 1060 0.00 0 0
C1061 1061 0.67 0 2
C1062 1062 0.33 0 1
C1063 1063 0.33 0 1
